Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
A01,SYBR,,Std,,15.26484347,10000000,82.5,413.8706771,74.5,89
A02,SYBR,,Std,,15.14378316,10000000,82.5,420.5720632,75.5,87.5
A03,SYBR,,Std,,15.20691106,10000000,82.5,406.4079012,75.5,90
A04,SYBR,,Std,,25.24602747,10000,82.5,363.9889754,75,87.5
A05,SYBR,,Std,,25.27326121,10000,82.5,373.3987053,75.5,89.5
A06,SYBR,,Std,,25.29192592,10000,82.5,348.7354396,67.5,89.5
A07,SYBR,,Std,,28.04186594,1000,82.5,326.8898671,75.5,88.5
A08,SYBR,,Std,,27.76428191,1000,82.5,366.6296255,67.5,88.5
A09,SYBR,,Std,,27.84106335,1000,82.5,362.259293,75.5,87.5
A10,SYBR,,NTC,,33.15358838,NaN,82.5,269.4013443,78,86.5
A11,SYBR,,NTC,,33.15264491,NaN,82,227.009932,78,87.5
A12,SYBR,,NTC,,34.57333479,NaN,82.5,240.2596598,77.5,88
B01,SYBR,,Unkn-01,,33.04249798,29.76179286,82.5,259.6260777,78,86.5
B02,SYBR,,Unkn-01,,31.41841045,95.33725318,82.5,316.1255935,78,86.5
B03,SYBR,,Unkn-01,,33.18253532,26.91927141,82.5,246.9273069,78.5,88.5
B04,SYBR,,Unkn-02,,20.37683822,261020.5463,83.5,373.6790004,75,90
B05,SYBR,,Unkn-02,,20.27195268,281402.0023,83.5,377.1503203,76,88
B06,SYBR,,Unkn-02,,20.02491127,335919.3289,83.5,398.7893316,76.5,89.5
B07,SYBR,,Unkn-03,,32.48669091,44.32925377,83.5,254.2916079,78.5,88
B08,SYBR,,Unkn-03,,31.13206164,117.0597098,83,297.7285331,78.5,88
B09,SYBR,,Unkn-03,,33.17761208,27.01444091,83.5,281.2408165,77.5,88.5
B10,SYBR,,Unkn-04,,32.37306954,48.0908559,83,285.7156816,76.5,89.5
