Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
B11,SYBR,,Unkn-04,,31.17856217,113.2220753,83,327.669942,78.5,91
B12,SYBR,,Unkn-04,,31.94173552,65.51540833,83,300.2366887,78,87.5
C01,SYBR,,Unkn-05,,19.44578499,508775.2219,83.5,381.6410903,76,93
C02,SYBR,,Unkn-05,,19.44366405,509549.3308,83.5,404.1837545,76,91
C03,SYBR,,Unkn-05,,19.23921693,589975.2376,83.5,396.4561074,75,95
C04,SYBR,,Unkn-06,,25.52024016,6538.139601,83.5,358.6139487,75,88
C05,SYBR,,Unkn-06,,25.11183297,8761.887215,83.5,368.9916654,75,90
C06,SYBR,,Unkn-06,,25.35074796,7382.776686,83.5,362.6080472,76,88.5
C07,SYBR,,Unkn-07,,35.06238746,6.995782202,82.5,234.1943538,77,87
C08,SYBR,,Unkn-07,,32.8715056,33.64276326,83,268.6190898,78.5,87.5
C09,SYBR,,Unkn-07,,33.40549327,22.94315017,82.5,273.5948021,78.5,87.5
C10,SYBR,,Unkn-08,,16.75344529,3505039.415,82.5,382.284534,76,90.5
C11,SYBR,,Unkn-08,,16.30366876,4838550.628,82.5,412.8248057,75,87
C12,SYBR,,Unkn-08,,16.22106807,5133696.165,82.5,411.7820737,67.5,87.5
D01,SYBR,,Unkn-09,,34.05149407,14.43919608,82.5,307.953265,76.5,87.5
D02,SYBR,,Unkn-09,,33.89269422,16.18005011,73.5,205.0903391,67.5,79.5
D03,SYBR,,Unkn-09,,33.7372166,18.08766262,82.5,320.3351641,78,87
D04,SYBR,,Unkn-10,,34.78063881,8.561482839,82.5,262.8606777,77,90.5
D05,SYBR,,Unkn-10,,33.38608684,23.26454523,82.5,230.1968897,79,88
D06,SYBR,,Unkn-10,,32.71916286,37.52479344,None,None,None,None
D07,SYBR,,Unkn-11,,29.19676351,468.7007611,83,313.6421512,77.5,89.5
D08,SYBR,,Unkn-11,,29.35737521,417.7291227,83,332.6993939,77.5,88
D09,SYBR,,Unkn-11,,29.18933826,471.2021381,83,346.6684315,77.5,89.5
D10,SYBR,,Unkn-12,,32.4475189,45.59164604,73.5,222.6569035,67.5,80
D11,SYBR,,Unkn-12,,32.0184062,62.01184981,73.5,211.779108,67.5,79
D12,SYBR,,Unkn-12,,31.57553818,85.181708,73.5,212.5733807,67.5,80
E01,SYBR,,Unkn-13,,16.46135653,4321401.83,82.5,380.6624382,76.5,91.5
E02,SYBR,,Unkn-13,,16.01511176,5950418.96,82.5,428.4805339,75.5,89.5
E03,SYBR,,Unkn-13,,15.68719656,7527185.391,82.5,438.8488488,75.5,89.5
E04,SYBR,,Unkn-14,,30.62942918,167.8358364,82.5,355.096955,75.5,87.5
E05,SYBR,,Unkn-14,,30.74601538,154.3794928,82.5,389.448689,76,87
E06,SYBR,,Unkn-14,,30.20150509,228.0888613,82.5,354.8426545,75.5,88
E07,SYBR,,Unkn-15,,30.2755374,216.3000772,83,321.047232,77.5,87.5
E08,SYBR,,Unkn-15,,29.73587594,318.4649401,83.5,373.3952611,77.5,89.5
E09,SYBR,,Unkn-15,,29.88852313,285.4566731,83,317.2345419,77.5,88
E10,SYBR,,Unkn-16,,19.6292428,446079.9487,82.5,380.5063366,76,87
E11,SYBR,,Unkn-16,,17.74182014,1725824.148,82.5,400.6894517,74.5,87.5
E12,SYBR,,Unkn-16,,16.12054302,5517281.766,83,422.1956315,67.5,88.5
F01,SYBR,,Unkn-17,,34.77254403,8.611305956,82.5,272.8953789,77,88
F02,SYBR,,Unkn-17,,35.64633139,4.603048098,82.5,270.9792037,77,87
F03,SYBR,,Unkn-17,,32.69549963,38.16673756,82.5,334.6601811,76,87
F04,SYBR,,Unkn-18,,28.32543418,875.2939842,82.5,358.5264427,67.5,87
F05,SYBR,,Unkn-18,,27.89715512,1189.827033,82.5,377.8041607,67.5,87
F06,SYBR,,Unkn-18,,27.96211285,1135.694411,82.5,389.0008626,76,90
F07,SYBR,,Unkn-19,,31.76050475,74.60421969,82.5,251.4944856,77,86.5
F08,SYBR,,Unkn-19,,31.1660823,114.2394981,82.5,271.5002119,77.5,86.5
F09,SYBR,,Unkn-19,,31.1985598,111.6106246,82.5,319.0304493,77.5,90.5
F10,SYBR,,Unkn-20,,39.57577743,0.275263254,82.5,306.720024,75.5,87
F11,SYBR,,Unkn-20,,32.28717835,51.14483285,82.5,325.8229235,78,87
F12,SYBR,,Unkn-20,,33.0667296,29.24929554,82.5,316.8290743,77.5,89
G01,SYBR,,Unkn-21,,29.73766154,318.0575746,82.5,336.5227736,75.5,87
G02,SYBR,,Unkn-21,,29.58730276,354.2539938,82.5,347.401325,75.5,88
G03,SYBR,,Unkn-21,,29.92632196,277.8259691,82.5,351.8281676,75.5,87.5
G04,SYBR,,Unkn-22,,31.86258224,69.34020036,82.5,202.5195942,78.5,87
G05,SYBR,,Unkn-22,,31.37945405,98.03707891,73,181.1565388,67.5,79.5
G06,SYBR,,Unkn-22,,31.44692517,93.40832042,73,184.5275636,67.5,79
G07,SYBR,,Unkn-23,,20.36217897,263777.8626,83.5,302.7330673,75,89
G08,SYBR,,Unkn-23,,20.1509712,306895.5486,83.5,334.0300545,67.5,88.5
G09,SYBR,,Unkn-23,,19.79896712,394979.8109,83.5,366.0366541,67.5,90
G10,SYBR,,Unkn-24,,33.24187833,25.7981703,82.5,208.7510191,77.5,87
G11,SYBR,,Unkn-24,,32.1893938,54.85845906,83,240.5905249,78,87
G12,SYBR,,Unkn-24,,32.96811291,31.39180663,83,182.9317394,79,88
H01,SYBR,,Unkn-25,,25.76415742,5489.325436,74,244.7087804,67.5,86
H02,SYBR,,Unkn-25,,29.35457699,418.5678661,74,250.1503117,67.5,80
H03,SYBR,,Unkn-25,,26.79046027,2630.359088,73.5,215.1271001,67.5,89.5
H04,SYBR,,Unkn-26,,24.08972106,18230.42914,83,310.0671607,67.5,87.5
H05,SYBR,,Unkn-26,,24.03438132,18968.15147,83,355.9710094,67.5,87.5
H06,SYBR,,Unkn-26,,24.03233419,18996.00652,83,371.8014081,75,89
H07,SYBR,,Unkn-27,,33.96320973,15.38251307,83,182.7759685,79,89
H08,SYBR,,Unkn-27,,32.44129015,45.79566594,83,259.759474,78.5,87.5
H09,SYBR,,Unkn-27,,33.42954074,22.55104633,83,197.639437,79,90
H10,SYBR,,Unkn-28,,36.03488789,3.484029858,82.5,282.9479448,74,89.5
H11,SYBR,,Unkn-28,,35.3294511,5.776905237,83,306.8549114,76,88.5
H12,SYBR,,Unkn-28,,36.8334835,1.96547134,83,228.456379,76.5,87
