Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
G04,SYBR,,Unkn-22,,20.85043451,201419.686,82.5,382.1075563,75.5,89
G05,SYBR,,Unkn-22,,19.85654436,415817.7414,82.5,419.9538135,67.5,87.5
G06,SYBR,,Unkn-22,,19.31738701,616131.9425,82.5,422.7954203,76,88
G07,SYBR,,Unkn-23,,19.62449549,492494.4241,82.5,405.6841321,76,88.5
G08,SYBR,,Unkn-23,,18.87601532,850104.212,83,416.8091052,75.5,89.5
G09,SYBR,,Unkn-23,,18.49150557,1125279.393,83,435.4346165,76,88
G10,SYBR,,Unkn-24,,18.897092,837136.7668,83,410.6238381,74.5,87
G11,SYBR,,Unkn-24,,17.89188019,1742542.977,83,416.0299763,76.5,89.5
G12,SYBR,,Unkn-24,,17.25374224,2775268.193,83,430.619877,76,88
H01,SYBR,,Unkn-25,,20.15821244,333698.1346,83,383.5794522,74.5,88.5
H02,SYBR,,Unkn-25,,19.10304285,720384.4064,83,373.3166759,75.5,87.5
H03,SYBR,,Unkn-25,,18.68026957,980554.9872,83,406.0456747,76.5,88.5
H04,SYBR,,Unkn-26,,28.66953479,672.2161296,82.5,354.1568334,75,87.5
H05,SYBR,,Unkn-26,,28.3165104,869.6100902,82.5,340.1906173,67.5,87
H06,SYBR,,Unkn-26,,28.17367272,965.0869659,82.5,380.8242606,77,88.5
H07,SYBR,,Unkn-27,,28.66034324,676.7374759,81.5,262.5606051,77,86
H08,SYBR,,Unkn-27,,28.63293692,690.4000339,81.5,328.4641726,77,88.5
H09,SYBR,,Unkn-27,,28.48067951,771.4828068,82,304.6862761,77.5,87
H10,SYBR,,Unkn-28,,21.29969874,145145.5146,84,327.0754758,76.5,91
H11,SYBR,,Unkn-28,,20.87520471,197813.6666,84,348.8180794,75.5,88.5
H12,SYBR,,Unkn-28,,20.81244301,207078.5909,84,320.6638118,77,90
