Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
G08,SYBR,,Unkn-23,,21.1445034,187983.1941,82.5,452.0105201,75.5,87.5
G09,SYBR,,Unkn-23,,21.15910433,186073.3604,82.5,451.7904956,75,88
G10,SYBR,,Unkn-24,,21.55973868,140603.8794,83,403.0126576,77.5,89.5
G11,SYBR,,Unkn-24,,19.27611351,694409.2108,83,415.262947,77.5,88
G12,SYBR,,Unkn-24,,19.08457832,793947.0143,83,399.321573,77.5,88.5
H01,SYBR,,Unkn-25,,23.67103832,32115.93173,83.5,390.6636988,75.5,89.5
H02,SYBR,,Unkn-25,,23.07501977,48725.07901,83.5,404.7658733,76,89
H03,SYBR,,Unkn-25,,22.79077476,59441.24128,83.5,418.2264097,76,89.5
H04,SYBR,,Unkn-26,,24.24170929,21547.03203,82.5,408.3159563,75,87.5
H05,SYBR,,Unkn-26,,24.20927997,22041.30969,82.5,439.5204469,67.5,88.5
H06,SYBR,,Unkn-26,,24.203388,22132.32283,82.5,421.3198825,75.5,88
H07,SYBR,,Unkn-27,,26.957953,3223.796768,83,343.1108185,77.5,89
H08,SYBR,,Unkn-27,,26.59712516,4149.195518,83,375.4972672,77.5,87.5
H09,SYBR,,Unkn-27,,26.57915697,4201.665541,83,380.8389633,77.5,88
H10,SYBR,,Unkn-28,,29.13955248,701.0327618,82.5,339.8054084,76.5,88
H11,SYBR,,Unkn-28,,29.1591529,691.488514,82.5,347.5225839,77,87
H12,SYBR,,Unkn-28,,29.25076756,648.572218,82.5,333.6675793,77,88.5
