Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
A01,SYBR,,Std,,17.23802152,10000000,82.5,411.8401572,76,88.5
A02,SYBR,,Std,,14.99365847,10000000,83,450.6670943,75.5,88
A03,SYBR,,Std,,14.57982396,10000000,83,439.6169995,76.5,88
A04,SYBR,,Std,,26.00745183,10000,82.5,396.6235388,76,89.5
A05,SYBR,,Std,,25.42241352,10000,83,412.7330684,75,89
A06,SYBR,,Std,,25.37181724,10000,83,419.3396141,76.5,89.5
A07,SYBR,,Std,,28.98045208,1000,82.5,356.7564863,76,87
A08,SYBR,,Std,,28.1574138,1000,82.5,317.8239061,77,90.5
A09,SYBR,,Std,,28.67136577,1000,82.5,380.6553315,76,88
A10,SYBR,,NTC,,32.17009699,NaN,82.5,372.2086848,76,88.5
A11,SYBR,,NTC,,31.54232982,NaN,82.5,387.0962999,76.5,87.5
A12,SYBR,,NTC,,31.91562903,NaN,82.5,392.3412296,75.5,87
B01,SYBR,,Unkn-01,,32.9493663,50.73429019,82.5,310.0144989,77.5,87
B02,SYBR,,Unkn-01,,32.95773795,50.43598846,82.5,350.5763229,77.5,87.5
B03,SYBR,,Unkn-01,,31.92509583,104.3868873,82.5,342.7691858,77.5,89.5
B04,SYBR,,Unkn-02,,17.80688485,2176119.157,82.5,451.4357481,74,87.5
B05,SYBR,,Unkn-02,,17.87017474,2081234.688,83,442.0339071,74.5,88
B06,SYBR,,Unkn-02,,17.69812045,2349393.845,83,454.9271154,75.5,88.5
B07,SYBR,,Unkn-03,,17.98825675,1915126.489,83,424.3848378,76.5,89.5
B08,SYBR,,Unkn-03,,17.79805485,2189696.591,83,467.1756439,75.5,87.5
B09,SYBR,,Unkn-03,,18.07789009,1797946.941,82.5,430.5650762,75,88
B10,SYBR,,Unkn-04,,30.70209758,247.0500907,82.5,256.7885547,78.5,88
B11,SYBR,,Unkn-04,,27.00536636,3339.545493,74,260.3478486,67.5,87.5
B12,SYBR,,Unkn-04,,31.35216856,156.2843889,82.5,290.3252118,78.5,87
C01,SYBR,,Unkn-05,,20.50061284,326301.1633,82.5,417.0663771,76.5,89
C02,SYBR,,Unkn-05,,20.13393888,422465.6029,82.5,440.5223084,75.5,88
C03,SYBR,,Unkn-05,,20.20404478,402109.7364,82.5,446.3554591,74,88.5
C04,SYBR,,Unkn-06,,24.0024704,27690.57269,82.5,418.3855314,75,88
C05,SYBR,,Unkn-06,,23.88197933,30143.41907,82.5,440.172016,67.5,87.5
C06,SYBR,,Unkn-06,,23.82601269,31355.50505,82.5,432.8522804,67.5,89.5
C07,SYBR,,Unkn-07,,32.28062306,81.26119754,82.5,365.7771804,75.5,88.5
C08,SYBR,,Unkn-07,,31.34105349,157.5128231,83,429.6484146,76.5,89.5
C09,SYBR,,Unkn-07,,31.06953373,190.7124815,82.5,389.2492986,75,87
C10,SYBR,,Unkn-08,,34.01105004,24.01661395,82.5,362.6896004,78,87.5
C11,SYBR,,Unkn-08,,32.930144,51.42591946,82.5,367.6848545,75.5,88.5
C12,SYBR,,Unkn-08,,33.20544608,42.36056831,82.5,386.9328036,76.5,88.5
D01,SYBR,,Unkn-09,,22.36921877,87493.4494,83.5,389.959765,78,90
D02,SYBR,,Unkn-09,,22.28472168,92859.1815,83.5,405.805503,76,88
D03,SYBR,,Unkn-09,,22.1188114,104371.0493,83.5,430.5875304,76,88.5
D04,SYBR,,Unkn-10,,21.16427625,204451.834,82.5,409.5040119,75.5,88.5
D05,SYBR,,Unkn-10,,21.22509341,195878.0871,82.5,440.761125,75.5,87.5
D06,SYBR,,Unkn-10,,21.01544648,227049.7078,82.5,451.6992757,75,88
D07,SYBR,,Unkn-11,,18.08230735,1792361.246,83,422.6423995,76.5,89
D08,SYBR,,Unkn-11,,18.04040312,1846055.98,83,453.60219,76,91
D09,SYBR,,Unkn-11,,17.99269702,1909145.795,83,453.3330363,75.5,88
D10,SYBR,,Unkn-12,,16.34115285,6110528.074,83,420.5375981,77,89
D11,SYBR,,Unkn-12,,16.21675696,6670123.548,83,446.4626435,77,87.5
D12,SYBR,,Unkn-12,,16.33647606,6130691.54,83,425.9762053,76,87.5
E01,SYBR,,Unkn-13,,24.34097208,21816.12718,83.5,369.0408949,75.5,89
E02,SYBR,,Unkn-13,,24.3127531,22254.1185,83.5,403.0267993,76,89
E03,SYBR,,Unkn-13,,24.26558729,23005.90588,83.5,406.5301253,74.5,89.5
E04,SYBR,,Unkn-14,,31.74545952,118.467768,83,361.8136992,78,87.5
E05,SYBR,,Unkn-14,,32.07102773,94.18950731,83,384.728649,78,88.5
E06,SYBR,,Unkn-14,,32.08810184,93.06346596,83,374.6675965,78,90.5
E07,SYBR,,Unkn-15,,18.12164986,1743371.344,82.5,431.0187214,76,89.5
E08,SYBR,,Unkn-15,,17.86809764,2084282.016,82.5,445.3862166,74.5,89
E09,SYBR,,Unkn-15,,17.57709895,2558460.236,82.5,440.118071,75,88
E10,SYBR,,Unkn-16,,28.48769052,1175.480489,82.5,380.6364459,76.5,87.5
E11,SYBR,,Unkn-16,,27.27164076,2768.39986,82.5,426.07505,76,89.5
E12,SYBR,,Unkn-16,,26.46638981,4881.697086,82.5,405.7544275,76,90
F01,SYBR,,Unkn-17,,30.7506785,238.7388879,None,None,None,None
F02,SYBR,,Unkn-17,,32.28511433,81.00451921,83,343.727787,78,88
F03,SYBR,,Unkn-17,,31.8185999,112.5188111,82.5,331.5663974,78,87
F04,SYBR,,Unkn-18,,33.19049787,42.80896499,82.5,379.3043943,76,87
F05,SYBR,,Unkn-18,,32.76555176,57.74761459,82.5,384.0794879,76.5,87.5
F06,SYBR,,Unkn-18,,32.18525816,86.90748914,82.5,404.1862053,67.5,87
F07,SYBR,,Unkn-19,,30.35101233,316.3653118,82.5,326.9134488,76.5,89.5
F08,SYBR,,Unkn-19,,30.3478411,317.0728086,83,326.715691,78.5,90
F09,SYBR,,Unkn-19,,27.14285176,3031.29283,74,244.2711911,67.5,80.5
F10,SYBR,,Unkn-20,,17.60117196,2515441.759,83,404.6536429,77.5,88
F11,SYBR,,Unkn-20,,17.24049506,3243040.551,83,429.2530342,77.5,89
F12,SYBR,,Unkn-20,,17.43429082,2829218.363,83,421.0551002,77.5,90
G01,SYBR,,Unkn-21,,16.24820834,6523974.972,83,419.7640109,74,90
G02,SYBR,,Unkn-21,,15.52240503,10878016.34,83,453.6131935,67.5,87.5
G03,SYBR,,Unkn-21,,15.36018872,12194804.59,83,458.8676826,75,88.5
G04,SYBR,,Unkn-22,,30.3690684,312.3670053,82.5,398.9134838,75,88.5
G05,SYBR,,Unkn-22,,30.38951254,307.9008541,82.5,414.0836768,75,88.5
G06,SYBR,,Unkn-22,,30.2039807,350.8881562,82.5,399.4732924,75.5,87.5
G07,SYBR,,Unkn-23,,23.68791285,34559.00595,82.5,412.2221352,67.5,90.5
G08,SYBR,,Unkn-23,,20.99750597,229937.2322,82.5,435.0276293,76,88
G09,SYBR,,Unkn-23,,19.96860426,474646.6776,82.5,493.322562,75.5,87.5
G10,SYBR,,Unkn-24,,35.09111437,11.22274213,82.5,334.8916442,77,87
G11,SYBR,,Unkn-24,,33.48400747,34.81323666,82.5,360.7017457,74,90
G12,SYBR,,Unkn-24,,33.63511683,31.29803669,82.5,363.839615,76,88.5
H01,SYBR,,Unkn-25,,22.38026672,86815.19709,83,393.5958262,75.5,88
H02,SYBR,,Unkn-25,,21.90552786,121290.742,83,418.100526,75.5,88
H03,SYBR,,Unkn-25,,21.79033864,131542.559,83,415.9311017,76,88
H04,SYBR,,Unkn-26,,31.25023127,167.9191425,82.5,370.8756056,67.5,87.5
H05,SYBR,,Unkn-26,,30.92320911,211.4183498,82.5,383.6292153,75.5,89
H06,SYBR,,Unkn-26,,31.09198367,187.7203011,82.5,398.0786727,76,87.5
H07,SYBR,,Unkn-27,,29.93969734,422.6862846,82.5,381.5244699,76,88
H08,SYBR,,Unkn-27,,29.53478655,562.1966859,83,389.1791459,75.5,87.5
H09,SYBR,,Unkn-27,,29.45482858,594.7699071,83,404.3901706,75,87
H10,SYBR,,Unkn-28,,23.1956731,48881.77899,83,368.3761211,77,89.5
H11,SYBR,,Unkn-28,,23.03645726,54683.24058,83,406.7733844,77.5,88
H12,SYBR,,Unkn-28,,22.9725701,57200.33533,83,335.479708,77.5,88.5
