Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
A01,SYBR,,Std,,15.65555797,10000000,82.5,440.2999109,76,87.5
A02,SYBR,,Std,,15.61339126,10000000,82.5,452.4926301,67.5,89
A03,SYBR,,Std,,15.3526178,10000000,83,470.0268612,76,87.5
A04,SYBR,,Std,,25.75825417,10000,82.5,435.041742,76,87.5
A05,SYBR,,Std,,25.83173912,10000,82.5,424.7810682,75.5,87.5
A06,SYBR,,Std,,25.65674109,10000,83,422.6187419,75.5,87.5
A07,SYBR,,Std,,29.04666676,1000,82.5,348.5396038,76.5,89.5
A08,SYBR,,Std,,28.97573845,1000,82.5,382.6115983,76.5,89
A09,SYBR,,Std,,28.99891571,1000,82.5,397.0244252,76.5,87.5
A10,SYBR,,NTC,,31.29564332,NaN,82.5,389.6407132,76,87
A11,SYBR,,NTC,,30.83910417,NaN,82.5,412.8678018,74,89.5
A12,SYBR,,NTC,,31.31063663,NaN,82.5,427.3783181,75,88
B01,SYBR,,Unkn-01,,19.60335424,632612.1005,82.5,379.7091014,76.5,87
B02,SYBR,,Unkn-01,,19.32589667,764447.0792,82.5,458.5036366,78,87.5
B03,SYBR,,Unkn-01,,19.22055242,821411.2431,82.5,452.7895828,75.5,88.5
B04,SYBR,,Unkn-02,,21.19403695,213708.8444,83,404.8726993,77.5,89
B05,SYBR,,Unkn-02,,20.84867231,270491.1794,83,425.7150809,77.5,90.5
B06,SYBR,,Unkn-02,,20.97810592,247629.4425,83,438.2555867,77.5,88
B07,SYBR,,Unkn-03,,25.48942593,11405.39472,83.5,405.1352519,75.5,91
B08,SYBR,,Unkn-03,,25.38838372,12219.37112,83.5,449.5658367,74.5,91.5
B09,SYBR,,Unkn-03,,24.93452562,16654.27703,83.5,420.5633733,75,89.5
B10,SYBR,,Unkn-04,,30.56636845,357.1296717,82.5,340.7566669,76.5,87.5
B11,SYBR,,Unkn-04,,27.52858115,2837.357921,73.5,255.7963448,67.5,80
B12,SYBR,,Unkn-04,,30.2747722,435.7376812,82.5,319.2660162,78.5,87
C01,SYBR,,Unkn-05,,19.5201427,669565.165,83,426.6170007,77,89.5
C02,SYBR,,Unkn-05,,19.11274839,884102.6415,83,438.3383209,77,87.5
C03,SYBR,,Unkn-05,,19.44358999,705464.5791,83,438.029601,77,88
C04,SYBR,,Unkn-06,,30.44599204,387.6976267,82.5,405.5280402,67.5,87
C05,SYBR,,Unkn-06,,30.00574406,523.5250064,83,415.7205992,77.5,87.5
C06,SYBR,,Unkn-06,,29.99227496,528.3580015,83,409.1017623,77.5,87.5
C07,SYBR,,Unkn-07,,29.49556798,741.4830502,82.5,399.2578341,74.5,87.5
C08,SYBR,,Unkn-07,,28.7613108,1223.656865,82.5,444.6308049,75,87.5
C09,SYBR,,Unkn-07,,29.0924514,976.2107466,82.5,427.000049,74.5,87.5
C10,SYBR,,Unkn-08,,30.22367913,451.1945636,82.5,343.6186664,76.5,87
C11,SYBR,,Unkn-08,,30.4968071,374.4870256,82.5,357.8594261,77,88.5
C12,SYBR,,Unkn-08,,30.49656439,374.5490408,82.5,354.5535844,77.5,89
D01,SYBR,,Unkn-09,,31.21939461,228.736802,82.5,375.1046795,76,87
D02,SYBR,,Unkn-09,,30.64256787,339.0379025,82.5,405.0837797,75.5,87.5
D03,SYBR,,Unkn-09,,31.06233845,254.6075981,82.5,411.5653859,74,87.5
D04,SYBR,,Unkn-10,,28.35137213,1618.539765,82.5,408.5234281,75.5,87.5
D05,SYBR,,Unkn-10,,28.72590414,1253.575659,82.5,420.4826479,76,88
D06,SYBR,,Unkn-10,,28.00853955,2045.049117,82.5,437.3023456,75.5,87.5
D07,SYBR,,Unkn-11,,21.98667728,124441.5191,82.5,445.2524494,75.5,89.5
D08,SYBR,,Unkn-11,,22.5557628,84400.84558,82.5,460.1879576,76,88
D09,SYBR,,Unkn-11,,21.67402233,154029.5767,82.5,439.4107409,73,87.5
D10,SYBR,,Unkn-12,,18.97076097,974031.8915,83,428.642381,76,87.5
D11,SYBR,,Unkn-12,,18.91837864,1009471.169,83,464.3022335,75,89
D12,SYBR,,Unkn-12,,18.73158571,1146674.515,83,420.7384511,74.5,87.5
E01,SYBR,,Unkn-13,,28.39410664,1572.031543,82.5,392.0784841,76,88
E02,SYBR,,Unkn-13,,27.83363602,2304.237222,82.5,424.8009834,77,88.5
E03,SYBR,,Unkn-13,,27.71925554,2491.252896,82.5,370.966334,77.5,89
E04,SYBR,,Unkn-14,,29.34266982,823.0089155,83,376.0021811,77.5,89
E05,SYBR,,Unkn-14,,29.70837661,641.2783903,83,382.0591112,77.5,87.5
E06,SYBR,,Unkn-14,,29.37574911,804.6429987,83,366.433899,77.5,88
E07,SYBR,,Unkn-15,,20.37034153,374870.468,83,415.2466005,77,88
E08,SYBR,,Unkn-15,,19.63854075,617606.4585,83,400.3954033,77,88
E09,SYBR,,Unkn-15,,19.52858041,665721.8017,83,437.8233326,77.5,89
E10,SYBR,,Unkn-16,,23.48412177,44799.84778,83,391.7723743,77.5,89
E11,SYBR,,Unkn-16,,23.53750349,43197.60587,83,372.2892391,77,89
E12,SYBR,,Unkn-16,,23.58763701,41745.07534,83.5,403.5018813,77,90.5
F01,SYBR,,Unkn-17,,30.49358222,375.3118701,82.5,287.1337484,77.5,87
F02,SYBR,,Unkn-17,,30.1317186,480.40942,82.5,283.4268629,77.5,87
F03,SYBR,,Unkn-17,,29.64335696,670.3656471,82.5,266.9605165,78,86.5
F04,SYBR,,Unkn-18,,31.18355896,234.3980807,82.5,409.1935381,67.5,87.5
F05,SYBR,,Unkn-18,,30.74109944,316.9958768,82.5,429.2246545,75.5,89
F06,SYBR,,Unkn-18,,30.95217213,274.4816676,82.5,374.770251,75.5,87
F07,SYBR,,Unkn-19,,31.37034581,206.3524411,82.5,364.7462346,75.5,88.5
F08,SYBR,,Unkn-19,,30.46684237,382.221615,82.5,414.4262461,77.5,87.5
F09,SYBR,,Unkn-19,,31.19740145,232.1948368,82.5,389.2114547,74.5,87.5
F10,SYBR,,Unkn-20,,18.29730704,1542111.447,82.5,424.4572744,76,91
F11,SYBR,,Unkn-20,,17.13375884,3410923.315,83,473.1390667,75.5,89.5
F12,SYBR,,Unkn-20,,17.05983349,3587367.241,83,493.5403231,74.5,89
G01,SYBR,,Unkn-21,,28.06606731,1966.339139,83,358.9752305,77.5,88
G02,SYBR,,Unkn-21,,26.92193826,4292.01053,83,393.4247161,77.5,88
G03,SYBR,,Unkn-21,,26.27805034,6659.521601,83,390.911883,77.5,88.5
G04,SYBR,,Unkn-22,,18.08887653,1777760.116,82.5,452.2754521,67.5,88
G05,SYBR,,Unkn-22,,16.43641889,5488983.22,82.5,450.5157705,76.5,91.5
G06,SYBR,,Unkn-22,,16.21118882,6400692.558,82.5,452.5582473,76,88
G07,SYBR,,Unkn-23,,16.93683874,3901385.362,83,441.660008,75,87.5
G08,SYBR,,Unkn-23,,17.14572127,3383198.83,83,451.2831997,75,87.5
G09,SYBR,,Unkn-23,,16.70370411,4573998.471,83,479.5772771,75,89
G10,SYBR,,Unkn-24,,27.83821513,2297.049805,82.5,393.4343346,75.5,88
G11,SYBR,,Unkn-24,,26.62987478,5238.396865,83,432.914204,75,87.5
G12,SYBR,,Unkn-24,,27.08900914,3829.641557,83,426.6462204,75,87.5
H01,SYBR,,Unkn-25,,20.92261688,257183.7545,83,400.7569887,76,88
H02,SYBR,,Unkn-25,,20.61308,317657.0337,83,435.7582436,75.5,88
H03,SYBR,,Unkn-25,,21.95266927,127362.5618,83,425.7164127,67.5,87.5
H04,SYBR,,Unkn-26,,21.25884338,204465.7296,83.5,409.4538203,75.5,89
H05,SYBR,,Unkn-26,,20.36874317,375279.4803,83.5,413.4316386,76,88.5
H06,SYBR,,Unkn-26,,19.90235114,515876.2326,83.5,416.7401808,75,89
H07,SYBR,,Unkn-27,,21.93882767,128570.9975,83.5,403.9698098,75,88.5
H08,SYBR,,Unkn-27,,21.76412876,144845.7741,83.5,427.1337658,75,88.5
H09,SYBR,,Unkn-27,,21.90094642,131937.1584,83.5,423.7244204,75,91
H10,SYBR,,Unkn-28,,18.48767805,1354282.737,82.5,409.4672258,75.5,87.5
H11,SYBR,,Unkn-28,,18.34674117,1490968.822,83,446.4621577,75,88
H12,SYBR,,Unkn-28,,18.59856877,1255604.095,83,413.8592645,75,87.5
