Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
A01,SYBR,,Std,,15.16180959,10000000,83,414.8444837,67.5,90
A02,SYBR,,Std,,15.24595103,10000000,83,445.0729198,77.5,88
A03,SYBR,,Std,,14.57931303,10000000,83,433.5920399,67.5,87.5
A04,SYBR,,Std,,26.65554639,10000,82.5,410.3705122,76.5,88
A05,SYBR,,Std,,25.74342094,10000,83,417.3061816,75.5,89
A06,SYBR,,Std,,25.01344004,10000,83,398.7372285,76,89
A07,SYBR,,Std,,29.20012039,1000,83,382.929013,76,88
A08,SYBR,,Std,,29.23796675,1000,83,413.2531458,76.5,87.5
A09,SYBR,,Std,,29.30426995,1000,83,408.6368066,76,90.5
A10,SYBR,,NTC,,34.2360904,NaN,82.5,358.0018676,75.5,89
A11,SYBR,,NTC,,33.46161069,NaN,82.5,391.5844734,67.5,87
A12,SYBR,,NTC,,31.8800518,NaN,82.5,318.7086023,67.5,87.5
B01,SYBR,,Unkn-01,,19.0699712,732118.6552,83,369.6702373,77.5,88.5
B02,SYBR,,Unkn-01,,17.89012248,1566293.425,83,409.9683654,77,88.5
B03,SYBR,,Unkn-01,,17.72420921,1743089,83,403.4074405,77.5,89.5
B04,SYBR,,Unkn-02,,20.45382805,300039.8605,82.5,425.7201153,74,87.5
B05,SYBR,,Unkn-02,,17.57411756,1920157.391,83,450.1798556,76,90
B06,SYBR,,Unkn-02,,17.27864067,2323024.72,83,443.3999335,76.5,89
B07,SYBR,,Unkn-03,,30.50588967,460.430319,82.5,382.3087609,76,88
B08,SYBR,,Unkn-03,,29.4404551,915.0103482,82.5,414.79275,76,87.5
B09,SYBR,,Unkn-03,,28.120313,2142.850921,82.5,430.9478769,76.5,89.5
B10,SYBR,,Unkn-04,,17.25890744,2352762.191,83,370.4247359,75.5,89
B11,SYBR,,Unkn-04,,17.56865241,1926933.668,83,380.4342761,77.5,88.5
B12,SYBR,,Unkn-04,,17.33228245,2244073.791,83,398.2432023,77,89
C01,SYBR,,Unkn-05,,30.03164552,625.0658221,82.5,392.1872129,75,88.5
C02,SYBR,,Unkn-05,,28.5411017,1633.784066,82.5,406.0292949,77.5,87.5
C03,SYBR,,Unkn-05,,27.55940668,3076.198499,82.5,425.6516528,67.5,87.5
C04,SYBR,,Unkn-06,,37.60122836,4.751885045,82.5,354.2004474,76,87.5
C05,SYBR,,Unkn-06,,31.75105767,206.3414691,82.5,359.7960844,78,88
C06,SYBR,,Unkn-06,,30.82835955,374.0161741,82.5,367.3682917,75.5,89.5
C07,SYBR,,Unkn-07,,22.37912209,86736.98192,83,421.4072849,75.5,91
C08,SYBR,,Unkn-07,,20.3083531,329536.7122,83,460.9683399,67.5,88.5
C09,SYBR,,Unkn-07,,18.50690549,1052466.736,83,445.3747781,75,90
C10,SYBR,,Unkn-08,,31.0562396,322.9213184,82.5,408.8898357,76,88
C11,SYBR,,Unkn-08,,28.05065275,2241.263569,82.5,334.4630621,73.5,89
C12,SYBR,,Unkn-08,,26.39908897,6498.878499,82.5,411.8638917,67.5,89
D01,SYBR,,Unkn-09,,32.67949414,113.4164983,82.5,346.0428953,77.5,90.5
D02,SYBR,,Unkn-09,,30.45059686,477.1366855,82.5,381.6978604,67.5,89
D03,SYBR,,Unkn-09,,30.28723557,530.120788,82.5,386.3303303,67.5,88
D04,SYBR,,Unkn-10,,33.0108452,91.60442841,82.5,376.833125,75,87.5
D05,SYBR,,Unkn-10,,31.21218115,292.0396397,82.5,394.1865509,67.5,88.5
D06,SYBR,,Unkn-10,,31.42703863,254.2691825,82.5,397.2631163,77,88.5
D07,SYBR,,Unkn-11,,31.82236895,197.0712848,83,353.2655747,78,88
D08,SYBR,,Unkn-11,,29.49115939,885.587832,83.5,382.5850161,77.5,89
D09,SYBR,,Unkn-11,,29.37440618,954.8079122,83,384.8666924,77.5,88.5
D10,SYBR,,Unkn-12,,34.26032827,40.93842147,83,298.0660754,78.5,88
D11,SYBR,,Unkn-12,,32.58532764,120.514024,82.5,296.0889873,78,91
D12,SYBR,,Unkn-12,,32.34907599,140.337855,83,305.548218,78.5,87
E01,SYBR,,Unkn-13,,18.5463205,1026063.836,83,420.5328676,76,87.5
E02,SYBR,,Unkn-13,,17.1000058,2606523.247,83,436.4044855,75.5,89
