Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
B12,SYBR,,Unkn-04,,18.53606636,1206681.421,83,441.8556067,77,90.5
C01,SYBR,,Unkn-05,,18.31027057,1426962.15,82.5,429.8882529,74.5,90
C02,SYBR,,Unkn-05,,18.09080965,1679535.812,82.5,454.4671704,76,89
C03,SYBR,,Unkn-05,,17.72670282,2200973.592,82.5,435.98715,67.5,89.5
C04,SYBR,,Unkn-06,,23.91163472,22282.06658,82.5,418.3949546,76,88
C05,SYBR,,Unkn-06,,22.98368788,44383.45921,82.5,438.6330478,75.5,87.5
C06,SYBR,,Unkn-06,,22.87274304,48194.91266,82.5,433.5607773,75,89
C07,SYBR,,Unkn-07,,26.73082044,2746.372821,82.5,415.2115877,75.5,88.5
C08,SYBR,,Unkn-07,,26.13886191,4262.534617,82.5,431.8690479,75.5,88
C09,SYBR,,Unkn-07,,26.08368056,4440.829214,82.5,427.0650328,75.5,88
C10,SYBR,,Unkn-08,,21.2607669,159539.5667,83.5,413.635647,76.5,89
C11,SYBR,,Unkn-08,,20.40086012,302127.9907,83.5,422.128269,75.5,88
C12,SYBR,,Unkn-08,,20.32875197,318746.9664,83.5,438.8120087,77.5,91
D01,SYBR,,Unkn-09,,30.40239508,179.7485906,83,278.3704966,78.5,87.5
D02,SYBR,,Unkn-09,,27.83876399,1206.269438,73.5,187.9553203,67.5,80
D03,SYBR,,Unkn-09,,29.8200758,276.990729,83,357.1330099,78,90
D04,SYBR,,Unkn-10,,19.87241539,447317.6085,82.5,416.4999324,76,87.5
D05,SYBR,,Unkn-10,,18.82860097,971067.2834,83,437.6013384,75,90
D06,SYBR,,Unkn-10,,18.75120906,1028509.839,83,432.1651927,74.5,90.5
D07,SYBR,,Unkn-11,,19.60142986,547028.1243,83,405.2966539,77,89
D08,SYBR,,Unkn-11,,18.87570799,937685.4254,83,433.0393385,77.5,90.5
D09,SYBR,,Unkn-11,,18.77911262,1007417.447,83,410.4827304,77,88
D10,SYBR,,Unkn-12,,33.12417441,23.8167981,82.5,349.4532455,74,87.5
D11,SYBR,,Unkn-12,,32.24999376,45.58367079,82.5,393.5048185,77.5,89.5
D12,SYBR,,Unkn-12,,33.51918387,17.76199005,82.5,347.0231445,76,88.5
E01,SYBR,,Unkn-13,,33.19181263,22.65008535,83,357.6806075,78,89.5
E02,SYBR,,Unkn-13,,32.87615797,28.63317008,82.5,381.8271718,76,87
E03,SYBR,,Unkn-13,,31.63755635,71.83270554,82.5,389.2722516,75,87.5
E04,SYBR,,Unkn-14,,33.29579403,20.96696286,82.5,401.7867083,75.5,89.5
E05,SYBR,,Unkn-14,,31.28678657,93.20657429,82.5,396.7088164,75.5,87.5
E06,SYBR,,Unkn-14,,30.84491225,129.4053881,82.5,402.596105,67.5,87.5
E07,SYBR,,Unkn-15,,18.7412356,1036155.462,82.5,428.1003782,77,89.5
E08,SYBR,,Unkn-15,,18.09046332,1679967.814,82.5,441.4723267,75,89
E09,SYBR,,Unkn-15,,17.9934898,1805407.405,82.5,429.072324,75,88.5
E10,SYBR,,Unkn-16,,33.06649872,24.85901757,82.5,364.1659399,77,87.5
E11,SYBR,,Unkn-16,,30.71392626,142.625027,82.5,388.4671052,77.5,87
E12,SYBR,,Unkn-16,,31.52482682,78.10482072,82.5,390.170455,77.5,87.5
F01,SYBR,,Unkn-17,,29.52442399,344.9958278,82.5,373.0851626,76,89.5
F02,SYBR,,Unkn-17,,27.93365621,1124.194077,82.5,403.6910194,74.5,87.5
F03,SYBR,,Unkn-17,,27.9309992,1126.414385,82.5,414.4424189,75.5,87.5
F04,SYBR,,Unkn-18,,25.69754522,5915.533177,83.5,403.7859094,67.5,89.5
F05,SYBR,,Unkn-18,,24.60355814,13329.32194,83.5,417.8961733,67.5,92.5
F06,SYBR,,Unkn-18,,24.54175019,13955.36857,83.5,403.0241664,67.5,89.5
F07,SYBR,,Unkn-19,,20.37889396,307096.6768,82.5,396.4612843,77,89.5
F08,SYBR,,Unkn-19,,19.80055537,471835.9971,82.5,432.3033364,77.5,89
F09,SYBR,,Unkn-19,,19.68843329,512803.2671,82.5,419.7944967,76,88
F10,SYBR,,Unkn-20,,18.33028141,1405914.465,82.5,408.1470139,75,89
F11,SYBR,,Unkn-20,,16.93555901,3960601.215,83,457.5358385,67.5,89
F12,SYBR,,Unkn-20,,16.93035242,3975944.009,83,477.1055014,73,91
G01,SYBR,,Unkn-21,,30.70736588,143.321545,82.5,328.3775798,77,87
G02,SYBR,,Unkn-21,,30.27354074,197.7977789,82.5,347.2075705,76,88
G03,SYBR,,Unkn-21,,29.87087186,266.7370532,82.5,361.9907016,77.5,87
G04,SYBR,,Unkn-22,,19.0098641,848772.7217,82.5,405.225467,74.5,87
G05,SYBR,,Unkn-22,,16.25973502,6542088.457,82.5,427.0092953,74.5,89.5
G06,SYBR,,Unkn-22,,15.84547836,8898472.144,82.5,428.9354406,67.5,89.5
G07,SYBR,,Unkn-23,,30.10166452,224.7253234,82.5,306.4247262,77.5,87
G08,SYBR,,Unkn-23,,29.0808898,479.5732716,82.5,341.4750915,77.5,88.5
G09,SYBR,,Unkn-23,,28.60619361,682.2537545,82.5,340.0231845,77.5,88
G10,SYBR,,Unkn-24,,30.48528007,169.0187287,82.5,393.5848271,76,88.5
G11,SYBR,,Unkn-24,,28.50887597,733.3835617,82.5,414.7590382,76,87.5
G12,SYBR,,Unkn-24,,28.12443043,975.6993793,83,421.7906404,76,88
H01,SYBR,,Unkn-25,,28.22033174,908.6310265,83,371.7204113,75.5,88.5
H02,SYBR,,Unkn-25,,27.52886486,1518.405387,83,391.9972334,75,89
H03,SYBR,,Unkn-25,,27.79241411,1248.510792,82.5,378.0199695,67.5,89
H04,SYBR,,Unkn-26,,32.13415246,49.67849906,82.5,370.4341418,67.5,87
H05,SYBR,,Unkn-26,,31.13012285,104.7058804,82.5,360.1028648,75.5,88
H06,SYBR,,Unkn-26,,30.71221156,142.8067503,82.5,400.9235767,67.5,87.5
H07,SYBR,,Unkn-27,,33.01297607,25.86694738,82.5,327.3697592,78,87
H08,SYBR,,Unkn-27,,32.38818563,41.13788847,82.5,372.7200521,77.5,91
H09,SYBR,,Unkn-27,,32.28418001,44.44103114,82.5,349.3241645,78,89
H10,SYBR,,Unkn-28,,31.44776325,82.7048685,83,308.5566724,78,88.5
H11,SYBR,,Unkn-28,,30.81643504,132.1710519,83.5,369.8467038,78,88
H12,SYBR,,Unkn-28,,31.05028865,111.1009689,83.5,333.717908,78,88
