Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
A01,SYBR,,Std,,18.8026156,10000000,82.5,423.5834374,75.5,87.5
A02,SYBR,,Std,,15.57943203,10000000,82.5,416.5205058,75.5,89.5
A03,SYBR,,Std,,14.1780719,10000000,83,447.8804175,74.5,89
A04,SYBR,,Std,,28.61451965,10000,82.5,384.557488,75.5,89.5
A05,SYBR,,Std,,26.95093178,10000,82.5,407.2867618,76.5,88.5
A06,SYBR,,Std,,24.77942338,10000,83,403.6988245,76,89.5
A07,SYBR,,Std,,31.48667208,1000,82.5,347.6913136,75,87.5
A08,SYBR,,Std,,28.42523452,1000,83,403.4699948,76,87.5
A09,SYBR,,Std,,27.58502703,1000,82.5,386.6845998,76,89
A10,SYBR,,NTC,,32.63879354,NaN,82.5,346.15558,76,88
A11,SYBR,,NTC,,32.75638271,NaN,82.5,380.6157217,76.5,87.5
A12,SYBR,,NTC,,32.02012697,NaN,82.5,384.75575,74,87.5
B01,SYBR,,Unkn-01,,24.65909692,30275.31442,82.5,402.3002064,75.5,88.5
B02,SYBR,,Unkn-01,,22.12556196,176314.8936,82.5,433.2028125,75.5,89
B03,SYBR,,Unkn-01,,21.19852062,335955.7762,82.5,443.0643809,75.5,87.5
B04,SYBR,,Unkn-02,,25.7349429,14326.90138,82.5,414.5795562,75.5,87
B05,SYBR,,Unkn-02,,23.73928175,57398.33121,82.5,443.5350177,76,87.5
B06,SYBR,,Unkn-02,,23.02664033,94218.77371,83,417.4062322,76,88.5
B07,SYBR,,Unkn-03,,28.65337558,1882.356031,82.5,393.7147051,75.5,89.5
B08,SYBR,,Unkn-03,,28.40060475,2244.118683,82.5,424.827244,76,89.5
B09,SYBR,,Unkn-03,,28.07923968,2806.126872,82.5,393.4925336,75.5,89.5
B10,SYBR,,Unkn-04,,32.23132613,156.3356143,82.5,379.3500887,67.5,87.5
B11,SYBR,,Unkn-04,,32.05016116,177.3270334,82.5,374.4171793,77.5,87
B12,SYBR,,Unkn-04,,31.61727909,239.6170782,82.5,375.1988153,78,87
C01,SYBR,,Unkn-05,,28.02951735,2904.857789,83.5,364.1338327,77,91.5
