Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
D05,SYBR,,Unkn-10,,31.81871071,205.0348472,82.5,369.0879115,77.5,88.5
D06,SYBR,,Unkn-10,,31.3603003,277.2021037,82.5,377.5615937,77.5,88
D07,SYBR,,Unkn-11,,34.57643607,33.41485601,82.5,390.8867604,75.5,88.5
D08,SYBR,,Unkn-11,,32.63872645,119.5494032,82.5,402.1155371,75.5,92.5
D09,SYBR,,Unkn-11,,31.6191525,233.798591,82.5,373.5075704,77.5,91.5
D10,SYBR,,Unkn-12,,32.69027414,115.5633511,82.5,357.9455788,77,88.5
D11,SYBR,,Unkn-12,,33.64031067,61.85753955,83,388.287374,76,88
D12,SYBR,,Unkn-12,,32.7514414,111.005503,83,361.0626547,75.5,89
E01,SYBR,,Unkn-13,,23.52776957,47925.58798,83,408.0439893,76.5,89
E02,SYBR,,Unkn-13,,22.43126415,98591.94012,82.5,447.4643838,75,89.5
E03,SYBR,,Unkn-13,,20.14417254,443882.9059,82.5,455.3445195,76.5,88
E04,SYBR,,Unkn-14,,23.0242482,66745.89996,82.5,446.9511093,67.5,87.5
E05,SYBR,,Unkn-14,,20.38825146,378037.2083,82.5,447.2122214,76,88.5
E06,SYBR,,Unkn-14,,19.38888469,729551.2236,82.5,418.3993037,76.5,89.5
E07,SYBR,,Unkn-15,,20.05253973,471463.5404,82.5,415.3413662,77,87.5
E08,SYBR,,Unkn-15,,20.5748776,334360.5689,83,431.7469571,77,88
E09,SYBR,,Unkn-15,,20.17651141,434539.3764,82.5,407.0815885,77.5,88
E10,SYBR,,Unkn-16,,23.28344885,56282.11456,82.5,414.6548149,76,89.5
E11,SYBR,,Unkn-16,,22.12432536,120651.9898,82.5,444.3014344,67.5,89.5
E12,SYBR,,Unkn-16,,20.14641791,443227.7208,83,432.3820496,67.5,87.5
F01,SYBR,,Unkn-17,,19.9288039,511445.9062,83,400.4374886,75,88
F02,SYBR,,Unkn-17,,18.52516006,1287726.932,83,411.4171501,77.5,88
F03,SYBR,,Unkn-17,,16.02646245,6663571.754,83,440.3948971,77,91.5
F04,SYBR,,Unkn-18,,21.85313689,144216.0574,82.5,426.0598234,77,90
F05,SYBR,,Unkn-18,,19.78783427,561144.9164,82.5,433.4949225,77,87.5
F06,SYBR,,Unkn-18,,18.32005151,1473749.717,82.5,415.8644706,77,89.5
F07,SYBR,,Unkn-19,,21.9325971,136871.0713,82.5,409.5394037,76.5,90
F08,SYBR,,Unkn-19,,18.18099965,1614920.516,82.5,437.1170422,74.5,89
F09,SYBR,,Unkn-19,,17.47774369,2564914.52,82.5,424.6772978,77.5,87.5
F10,SYBR,,Unkn-20,,18.33091685,1463253.201,82.5,412.4245274,67.5,87.5
F11,SYBR,,Unkn-20,,17.41191543,2678429.205,83,434.0460844,75.5,90
F12,SYBR,,Unkn-20,,17.26724485,2945865.19,83,446.7674313,77,90
G01,SYBR,,Unkn-21,,32.2045743,159.0690254,83,309.9424709,78,88.5
G02,SYBR,,Unkn-21,,29.33549939,1050.235056,83,364.0822197,78,88.5
G03,SYBR,,Unkn-21,,28.19306037,2226.813284,83,365.3139928,77.5,90
G04,SYBR,,Unkn-22,,31.78799945,209.2194008,83,359.345917,77.5,94
G05,SYBR,,Unkn-22,,31.20507373,307.0047447,83,328.6358879,77.5,88
G06,SYBR,,Unkn-22,,30.62690686,449.0850626,83,344.0858426,77.5,90.5
G07,SYBR,,Unkn-23,,17.84412815,2015561.557,82.5,427.7578199,75.5,88
G08,SYBR,,Unkn-23,,17.748912,2145850.816,82.5,432.9555907,75.5,87.5
G09,SYBR,,Unkn-23,,17.19685206,3085490.691,82.5,439.8033641,75.5,87.5
G10,SYBR,,Unkn-24,,29.39308961,1011.190222,83.5,354.770777,67.5,89.5
G11,SYBR,,Unkn-24,,28.04259618,2458.508689,83.5,365.0337792,74,88.5
G12,SYBR,,Unkn-24,,26.56413911,6502.346703,83.5,371.8170298,75.5,88
H01,SYBR,,Unkn-25,,32.21321951,158.166922,83,321.1619272,78,90.5
H02,SYBR,,Unkn-25,,30.87762456,380.8009494,83,350.3498699,78,87.5
H03,SYBR,,Unkn-25,,30.39458233,523.2439672,83,346.6657515,78,87.5
H04,SYBR,,Unkn-26,,19.38175417,732981.4689,83,380.0214496,67.5,89
H05,SYBR,,Unkn-26,,17.2757278,2929471.47,83,396.0088561,76.5,87.5
H06,SYBR,,Unkn-26,,16.49645449,4891356.734,83,398.9882698,75.5,89.5
H07,SYBR,,Unkn-27,,30.63896416,445.5370391,83,335.5869599,77.5,87.5
H08,SYBR,,Unkn-27,,29.738604,805.5985104,83,353.4661922,78,90.5
H09,SYBR,,Unkn-27,,29.37555188,1022.924141,83.5,333.3046804,77.5,88.5
H10,SYBR,,Unkn-28,,19.37409483,736684.0775,83,391.6777863,67.5,87.5
H11,SYBR,,Unkn-28,,17.38567946,2725058.592,83,406.795539,75,87.5
H12,SYBR,,Unkn-28,,17.35831494,2774558.902,83,403.9424855,75.5,87.5
