Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
A01,SYBR,,Std,,16.84876216,10000000,82.5,405.4993144,74.5,87.5
A02,SYBR,,Std,,15.71816643,10000000,82.5,445.0703762,76,88
A03,SYBR,,Std,,13.78907065,10000000,83,442.0915473,76,88
A04,SYBR,,Std,,26.51269336,10000,82.5,397.5497322,76,88.5
A05,SYBR,,Std,,25.54129156,10000,83,408.0004627,76.5,89
A06,SYBR,,Std,,25.16452074,10000,83,406.1989435,76.5,90.5
A07,SYBR,,Std,,30.08337125,1000,83,360.452735,74.5,88.5
A08,SYBR,,Std,,30.24053476,1000,82.5,359.0249495,75,87.5
A09,SYBR,,Std,,28.28940849,1000,82.5,389.9620896,67.5,88
A10,SYBR,,NTC,,33.13456759,NaN,82.5,377.9801596,76,88
A11,SYBR,,NTC,,32.28716995,NaN,82.5,381.6621446,67.5,87.5
A12,SYBR,,NTC,,32.74096025,NaN,82.5,356.9977846,75,87.5
B01,SYBR,,Unkn-01,,20.29918975,400847.9523,82.5,403.4069984,74,88
B02,SYBR,,Unkn-01,,18.72576003,1128526.953,82.5,445.0725835,76,88
B03,SYBR,,Unkn-01,,17.07042669,3353082.529,82.5,428.2072181,67.5,89
B04,SYBR,,Unkn-02,,23.20376681,59311.06727,82.5,430.1814978,72,87.5
B05,SYBR,,Unkn-02,,20.24844978,414453.8604,82.5,436.5002882,75.5,88.5
B06,SYBR,,Unkn-02,,18.9930647,946547.5053,83,438.6442115,75.5,87.5
B07,SYBR,,Unkn-03,,24.45449605,26049.51819,82.5,400.7642475,77,88
B08,SYBR,,Unkn-03,,23.12799622,62342.40583,82.5,427.4688725,73.5,87.5
B09,SYBR,,Unkn-03,,20.32207672,394857.8832,83,420.8763599,75,90.5
B10,SYBR,,Unkn-04,,32.03941928,177.3253253,82.5,372.5946068,77.5,88
B11,SYBR,,Unkn-04,,30.50038738,488.0625663,83,356.1272729,78,88
B12,SYBR,,Unkn-04,,29.76556069,791.4383097,83,344.9994822,77.5,87.5
C01,SYBR,,Unkn-05,,26.96625144,4990.979216,83.5,377.9102644,75.5,89
C02,SYBR,,Unkn-05,,25.45412361,13495.96507,83.5,370.7203788,77.5,91
C03,SYBR,,Unkn-05,,25.20146163,15936.39253,83.5,383.1455168,77.5,89.5
C04,SYBR,,Unkn-06,,27.8552791,2780.92093,82.5,382.3358021,77,87.5
C05,SYBR,,Unkn-06,,27.06553813,4675.406102,82.5,394.37632,77.5,89
C06,SYBR,,Unkn-06,,26.41136306,7189.829104,82.5,389.9589494,77,88
C07,SYBR,,Unkn-07,,21.15633673,228081.9563,83,411.1909082,75.5,87.5
C08,SYBR,,Unkn-07,,19.20187443,825059.0334,83,453.0938389,76,87.5
C09,SYBR,,Unkn-07,,17.65061498,2289197.152,83,424.0684272,76.5,90
C10,SYBR,,Unkn-08,,31.70763008,220.5787416,82.5,354.298732,77.5,88.5
C11,SYBR,,Unkn-08,,32.06675053,174.1655144,82.5,338.431611,78,87.5
C12,SYBR,,Unkn-08,,30.07838362,644.232878,83,346.2020645,77.5,91.5
D01,SYBR,,Unkn-09,,24.76984687,21169.14346,82.5,396.751805,76,88.5
D02,SYBR,,Unkn-09,,23.27292896,56672.96842,82.5,427.175076,75.5,89.5
D03,SYBR,,Unkn-09,,21.69023494,160529.5757,82.5,429.342883,77,90
D04,SYBR,,Unkn-10,,32.59768019,122.8215063,82.5,386.7056355,76.5,88.5
