Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
G01,SYBR,,Unkn-21,,34.79353492,28.50352151,82.5,341.1700197,75.5,88
G02,SYBR,,Unkn-21,,32.89870211,99.93406314,83,245.5417426,79,90
G03,SYBR,,Unkn-21,,32.49095159,130.9039363,83,363.1451621,78,88.5
G04,SYBR,,Unkn-22,,20.82657944,295645.4172,83,389.9402549,77,89
G05,SYBR,,Unkn-22,,18.07916438,1822746.781,83,384.5028135,77,89.5
G06,SYBR,,Unkn-22,,17.32320322,3006667.187,83,387.5446582,77,88.5
G07,SYBR,,Unkn-23,,24.39616075,27824.10564,83.5,389.5828779,75.5,89.5
G08,SYBR,,Unkn-23,,24.0812441,34274.26553,83.5,409.3726671,75,88.5
G09,SYBR,,Unkn-23,,23.75021838,42672.38246,83.5,407.9201198,67.5,90
G10,SYBR,,Unkn-24,,34.99575454,24.93187716,83,329.7961416,78,87
G11,SYBR,,Unkn-24,,34.69810361,30.36250279,83,340.1417534,77.5,88.5
G12,SYBR,,Unkn-24,,32.43413692,135.9215883,83,334.6815358,78,88
H01,SYBR,,Unkn-25,,33.01739838,92.38154021,83,319.0756033,78,89.5
H02,SYBR,,Unkn-25,,32.4748707,132.3050414,83.5,334.7899276,78,89
H03,SYBR,,Unkn-25,,31.95018807,187.2563947,83.5,317.2215276,78,88.5
H04,SYBR,,Unkn-26,,31.5200334,248.9531412,83,349.6935894,78,88
H05,SYBR,,Unkn-26,,29.00658106,1314.626163,83,360.6145327,77.5,87.5
H06,SYBR,,Unkn-26,,28.49567536,1843.746889,83,384.012321,67.5,89.5
H07,SYBR,,Unkn-27,,32.69535529,114.3355241,82.5,334.0445974,77.5,89.5
H08,SYBR,,Unkn-27,,32.3573323,143.011783,83,356.5410789,78,88
H09,SYBR,,Unkn-27,,32.21659122,156.9779444,83,312.5087362,77.5,87.5
H10,SYBR,,Unkn-28,,33.11931979,86.35352528,83,319.7032101,77.5,91
H11,SYBR,,Unkn-28,,30.99512425,352.4057673,83.5,357.0370575,75,89
H12,SYBR,,Unkn-28,,31.1436781,319.3962482,83.5,307.6887713,78,88
