Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
G06,SYBR,,Unkn-22,,19.85501667,471762.4953,83.5,385.7941146,75.5,88
G07,SYBR,,Unkn-23,,31.09435964,307.8574239,82.5,358.8121152,77.5,87.5
G08,SYBR,,Unkn-23,,30.71361694,394.6907882,82.5,387.82633,77.5,89
G09,SYBR,,Unkn-23,,30.25510453,532.3598309,83,372.6430711,77.5,87.5
G10,SYBR,,Unkn-24,,30.60173828,424.5851844,82.5,349.6432445,76.5,90.5
G11,SYBR,,Unkn-24,,31.02050741,323.0578504,82.5,301.1711921,76,89.5
G12,SYBR,,Unkn-24,,30.68818945,401.2947384,83,340.7263791,78.5,88
H01,SYBR,,Unkn-25,,34.73700847,28.57434514,82.5,278.6635503,77,89.5
H02,SYBR,,Unkn-25,,34.1454668,42.03652188,82.5,341.7378849,75.5,88
H03,SYBR,,Unkn-25,,33.81769371,52.06212218,82.5,334.3076291,77,88
H04,SYBR,,Unkn-26,,34.69846511,29.30218252,83,275.170163,78.5,90
H05,SYBR,,Unkn-26,,34.4654648,34.11420394,83,268.8517149,79,87.5
H06,SYBR,,Unkn-26,,33.20905015,77.44961224,83,287.0364484,78.5,88.5
H07,SYBR,,Unkn-27,,29.843048,696.6062701,83.5,349.2556032,78,89
H08,SYBR,,Unkn-27,,29.61960567,805.9605772,83.5,349.5883452,75,89.5
H09,SYBR,,Unkn-27,,29.67290694,778.408438,83.5,355.2646475,75.5,92
H10,SYBR,,Unkn-28,,32.00351291,170.0920226,73.5,197.2150327,67.5,79
H11,SYBR,,Unkn-28,,32.13563125,156.0414279,83,209.917975,79.5,88.5
H12,SYBR,,Unkn-28,,32.08638962,161.13713,73.5,197.0331801,67.5,79.5
