Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
F06,SYBR,,Unkn-18,,15.60721446,9103933.929,83,418.3792442,74.5,90.5
F07,SYBR,,Unkn-19,,17.63257605,2352390.118,83,395.3686688,77,91
F08,SYBR,,Unkn-19,,16.06982123,6683282.073,82.5,368.0057999,67.5,88.5
F09,SYBR,,Unkn-19,,15.56784178,9346613.126,83,395.7656755,77.5,87.5
F10,SYBR,,Unkn-20,,18.70581788,1148354.194,83.5,382.2761364,74.5,89.5
F11,SYBR,,Unkn-20,,17.30795013,2922196.042,83.5,401.2603957,75.5,88.5
F12,SYBR,,Unkn-20,,17.70319949,2243963.687,84,215.6710946,72.5,88.5
G01,SYBR,,Unkn-21,,20.2814858,400726.7117,83,407.8388582,74.5,88
G02,SYBR,,Unkn-21,,17.0529788,3464949.993,83,441.434478,77,89.5
G03,SYBR,,Unkn-21,,16.24908324,5928864.319,83,417.7433656,76.5,89.5
G04,SYBR,,Unkn-22,,19.52852425,662739.4095,83,412.8325896,76.5,90
G05,SYBR,,Unkn-22,,19.52928969,662400.5411,None,None,None,None
G06,SYBR,,Unkn-22,,18.15801834,1655908.82,82.5,422.2967797,75.5,87.5
G07,SYBR,,Unkn-23,,18.45987464,1353454.653,82.5,392.9318726,77,88
G08,SYBR,,Unkn-23,,17.49318914,2582002.523,82.5,411.415412,67.5,87.5
G09,SYBR,,Unkn-23,,17.07726228,3409183.555,82.5,402.4310337,75,89.5
G10,SYBR,,Unkn-24,,17.10941199,3336730.858,83,397.2616183,74.5,87.5
G11,SYBR,,Unkn-24,,17.12445374,3303363.448,83,418.932319,76,87.5
G12,SYBR,,Unkn-24,,16.5766419,4763437.687,83,432.8522638,75.5,88
H01,SYBR,,Unkn-25,,18.48298605,1332714.853,83,382.6273754,76.5,88.5
H02,SYBR,,Unkn-25,,17.49673405,2575894.084,83,404.7666074,76.5,89.5
H03,SYBR,,Unkn-25,,17.50572661,2560463.203,83,200.3205924,72,90.5
H04,SYBR,,Unkn-26,,17.90068271,1966573.189,83,390.6065397,75.5,91.5
H05,SYBR,,Unkn-26,,18.00233244,1837440.894,83,429.9101828,76,88.5
H06,SYBR,,Unkn-26,,16.37419143,5453403.062,83,408.306872,75,88.5
H07,SYBR,,Unkn-27,,20.07059348,461365.4398,82.5,403.4597348,76.5,88.5
H08,SYBR,,Unkn-27,,18.84564067,1045928.655,82.5,252.1894086,74.5,88.5
H09,SYBR,,Unkn-27,,18.62283184,1213826.913,None,None,None,None
H10,SYBR,,Unkn-28,,18.41212165,1397335.463,82.5,228.6316814,75.5,89
H11,SYBR,,Unkn-28,,17.11306766,3328590.534,83,299.0836303,75,87.5
H12,SYBR,,Unkn-28,,16.77126487,4182584.88,83,273.6840375,76,88
