id,species,caste,ID_number,date_of_collection,investigator,collection_site,Region,Latitude,Longitude,Forage_Plant,Temperature ,Wind,r.H.,H.I.,Time_of_Day,date_of_dissection,date_of_DNA_extraction,Concentration,Purity,QPCR_Concentration,QPCR_Purity,DNA_Storage,QPCR_Order,Year,CBombiConc,site_collapsed,site_collapsed_10k,Positive,clade,days_Since_May1,faithpd,PC1,PC2,Gammaproteobacteria,Alphaproteobacteria,Firmicutes,Bifidobacterium,Bombiscardovia,Apibacter,Lactobacillus,Snodgrassella,Schmidhempelia,Gilliamella,core,Proteobacteria,site_trip,Month,site_year,date_no_year,batch_conc
B0141,imp,W,141,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,3/10/17,10/20/17,63.9,,63.9,,2017_2,140.0,2017,240.401479145834,Allen_Island,Allen_Island,1.0,short,121,1.9953368483637708,-0.10754404638155,0.0022924798321227,0.9092077165297332,0.0024792790184226,0.0072568677838503,0.0035108038655036,0.0034203192297947,0.0739983350827029,0.0044699410040175,0.2013464113793477,0.3915994064207898,0.3156104093524919,0.9939556263346484,0.911686995548156,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,39065.562294742645
B0142,ruf,W,142,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,3/10/17,10/20/17,53.91,,53.91,,2017_2,141.0,2017,6993.106464533803,Allen_Island,Allen_Island,1.0,short,121,2.1363866834669114,0.2100360584917842,0.1879545913897671,0.9954526297109648,0.0014418491160355,0.0006654688227856,0.0001330937645571,6.654688227856525e-05,0.0005101927641356,0.0,0.002595328408864,0.0040371775248996,0.0013087553514784,0.0086510946962134,0.9968944788270004,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,662000.1433790158
B0143,imp,W,143,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,3/10/17,10/20/17,70.68,,70.68,,2017_2,142.0,2017,2.3175625523114283,Allen_Island,Allen_Island,0.0,short,121,2.180557059882165,-0.1003118608324459,-0.0075766990771995,0.8091825044796287,0.0429163117234086,0.020944100108686,0.0,0.0024380930000293,0.1243427430014981,0.0208266016508533,0.02347031695209,0.1518667567488176,0.6316717093088153,0.9546162206621038,0.8520988162030373,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,662000.1433790158
B0144,bor,M,144,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,3/10/17,10/20/17,72.27,,72.27,,2017_2,143.0,2017,7690.03860742484,Allen_Island,Allen_Island,1.0,long,121,2.056384788652838,-0.0305983387259536,-0.035934178820799,0.885073580939033,0.1023494264743849,0.0123372551912366,0.0,0.0,0.0,0.0020838712056946,0.5891085457160772,0.0,0.0059012281931176,0.5970936451148895,0.987423007413418,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,662000.1433790158
B0145,bor,Q,145,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,8/10/17,10/20/17,225.48,,225.48,,2017_2,144.0,2017,56.93527833125626,Allen_Island,Allen_Island,1.0,long,121,2.337582487957321,-0.0621872522229234,0.0016133710226202,0.9816670163659252,0.0004458665547629,0.0155266470835081,0.0011540075535039,5.245488879563575e-05,5.245488879563575e-05,0.015107007973143,0.5399706252622745,0.0009441879983214,0.2225136382710868,0.7797943768359212,0.9821128829206882,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,662000.1433790158
B0146,vag,W,146,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,8/10/17,10/20/17,51.66,,51.66,,2017_2,145.0,2017,5.383115124567387,Allen_Island,Allen_Island,0.0,short,121,30.699358937689052,0.0487579338733234,-0.1134874549453463,0.05455638768928,0.2463783961078008,0.6179959547367846,0.0008746515060405,0.0,0.0003279943147652,0.0018039687312086,0.0051385775979883,0.0014213086973159,0.0025692887989941,0.0121357896463127,0.3009347837970808,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1262888.6644623682
B0147,bor,M,147,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,8/10/17,10/20/17,24.09,,49.0,1.85,2017_2,146.0,2017,17.42306825135014,Allen_Island,Allen_Island,1.0,long,121,4.791356121297193,0.0295940993881898,0.0850120691669945,0.8487476696117371,0.0007700413390613,0.0387047094107157,0.1115952014266029,0.0,0.0,0.0293020993758612,0.2158344816405933,0.036272999918943,0.2171313933695388,0.6101361757315393,0.8495177109507984,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1262888.6644623682
B0149,bor,M,149,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,8/10/17,10/20/17,33.72,,33.72,,2017_2,147.0,2017,169.50610321758103,Allen_Island,Allen_Island,1.0,long,121,2.3391663216586887,-0.0699987317753779,0.0031729144009445,0.7703129574556605,0.0083825138296069,0.055857743809421,0.0070419279781808,0.0,0.1541057367829021,0.0426367936884601,0.330986024007273,0.0002003174260751,0.0713900488466339,0.6063608487295253,0.7786954712852674,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1262888.6644623682
B0150,ruf,W,150,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,57.18,,57.18,,2017_2,148.0,2017,17073.378753181794,Allen_Island,Allen_Island,1.0,short,121,4.77034649161932,0.2090865089617063,0.1549218769850118,0.9954437321075764,0.0009273819604048,0.0023990968106124,0.0,0.0,0.0,0.0,0.0006249747994032,0.0008064190960041,0.0004636909802024,0.0018950848756098,0.9963711140679812,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1262888.6644623682
B0151,vag,W,151,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,46.8,,46.8,,2017_2,149.0,2017,1483.409901378165,Allen_Island,Allen_Island,1.0,short,121,2.7269161885541773,0.2597409351262824,-0.2973279350461797,0.0805428031325952,0.9166554145287604,0.0001012692411558,0.0,0.0,0.0,0.0001012692411558,0.0008101539292465,0.0003038077234674,0.0,0.0012152308938698,0.9971982176613556,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,69494881.58967438
B0152,imp,W,152,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,70.08,,70.08,,2017_2,150.0,2017,0.9281204780847812,Allen_Island,Allen_Island,0.0,short,121,4.937098666292899,-0.0736405157043421,0.0076680937285346,0.7360092562658453,0.0,0.1445781082506678,0.0,0.0105153902434874,0.1080124551224243,0.1439485460516241,0.3080771128617856,0.0638069796328121,0.3337700566605979,0.9681305405727316,0.7360092562658453,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,69494881.58967438
B0153,bor,M,153,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,110.22,,110.22,,2017_2,151.0,2017,7314.758151297254,Allen_Island,Allen_Island,1.0,long,121,1.4622341021293233,-0.0608751541280439,-0.0028448664453954,0.9277669600436173,0.0001869304462964,0.0713451203364748,0.0004050159669756,0.0,0.0,0.0039878495209907,0.5252589765558066,0.0,0.0654412337409455,0.5950930757847185,0.9279538904899136,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,69494881.58967438
B0154,vag,W,154,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,14.97,,41.9,1.8,2017_2,152.0,2017,38189.248968800784,Allen_Island,Allen_Island,1.0,short,121,13.868039690592262,-0.0303746571496244,0.0036408278349095,0.7838373113910612,0.0009187986197602,0.0001225064826347,0.0,0.2103844661780019,0.0,0.0001225064826347,0.7690344447393674,0.0006329501602793,0.0002245952181636,0.980398962778447,0.7847561100108215,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,69494881.58967438
B0155,tern,M,155,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,41.28,,41.28,,2017_2,153.0,2017,5155.050585656557,Allen_Island,Allen_Island,1.0,short,121,1.5560002937390889,0.2144450442257335,0.1851474191537169,0.9886973792731986,0.0107471680328558,0.0004712931948629,3.366379963306458e-05,2.524784972479844e-05,0.0,0.0,0.0008079311911935,0.0001346551985322,0.0002019827977983,0.001203480836882,0.9994445473060544,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1264534.5411454467
B0156,vag,W,156,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,16.83,,37.8,1.82,2017_2,154.0,2017,2236.713613885061,Allen_Island,Allen_Island,1.0,short,121,1.467672163393534,0.2130925536244931,0.1886645255286718,0.9950829330191244,0.0040560137768512,0.0005211637813831,0.0,0.0,0.0,0.0,0.0011556240369799,0.0001586150638992,0.0001812743587419,0.0014955134596211,0.9991389467959756,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1264534.5411454467
B0157,bor,M,157,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,72.06,,72.06,,2017_2,155.0,2017,294.20627597858976,Allen_Island,Allen_Island,1.0,long,121,2.1472883083433763,-0.0387543988797019,0.0038938382846164,0.9874181227424343,0.0024887229740239,0.0093327111525898,0.0,0.0,0.0005012011544909,0.003663953267313,0.6982941877948877,0.0002592419764608,0.1127356941635989,0.8154542783567515,0.9899068457164584,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1264534.5411454467
B0158,ruf,W,158,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,51.27,,51.27,,2017_2,156.0,2017,39999.10837283117,Allen_Island,Allen_Island,1.0,short,121,1.5735488758379663,0.2249593370987216,0.0903900318722554,0.8891475462309584,0.1057164889205744,0.0050341185200273,0.0,0.0,0.0,0.0,0.0003637368872852,0.0005674295441649,0.0002909895098281,0.0012221559412783,0.9948640351515328,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1264534.5411454467
B0159,bor,M,159,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-18-10,10/20/17,121.89,,121.89,,2017_2,157.0,2017,10.62354095862726,Allen_Island,Allen_Island,1.0,long,121,1.8291058820370247,-0.0792060195916404,0.0006677072833629,0.9292794510102936,0.0,0.0100442828235432,0.0049414938854511,0.0,0.0553975189888266,0.010000293263732,0.4569048945716883,0.0001612950526408,0.3494383999530778,0.8768438957154169,0.9292794510102936,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1457386.2198550098
B0160,tern,W,160,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,57.75,,57.75,,2017_2,158.0,2017,13656.457267306148,Allen_Island,Allen_Island,1.0,short,121,2.547235328785296,-0.0653833592054118,0.0011286864234701,0.9963271507036844,0.0003505901601028,0.0010350757107798,0.0002671163124593,0.0,0.000283811081988,0.0009682966326649,0.4891066628825189,0.4512095360523548,0.0014858344880548,0.9433212574500408,0.9966777408637874,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1457386.2198550098
B0161,vag,W,161,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,62.55,,62.55,,2017_2,159.0,2017,9.578095883393235,Allen_Island,Allen_Island,0.0,short,121,1.1008656564313344,-0.0709982396474817,-0.0004876352958724,0.9856606026074098,0.0010717241192191,0.0009496289663967,0.0,0.0121688168979691,0.0,0.0,0.5891769430086959,0.0,0.3952355758143068,0.996581335720972,0.986732326726629,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1457386.2198550098
B0162,vag,W,162,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,100.41,,100.41,,2017_2,160.0,2017,5544.977798319484,Allen_Island,Allen_Island,1.0,short,121,4.992804312741977,0.1148663842571882,-0.1376768231506272,0.485915948973645,0.4356018908243217,0.0782878974292559,0.0,0.0,0.0,0.0782015584191327,0.1910898141552807,0.1465820544367458,0.0014030089145027,0.4172764359256621,0.9215178397979668,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1457386.2198550098
B0163,vag,W,163,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,51.09,,51.09,,2017_3,161.0,2017,7512.748563394806,Allen_Island,Allen_Island,1.0,short,121,1.827029675642374,-0.0471985090536897,-0.0006875048307878,0.9684271667427292,0.0044807700286271,0.0001659544455047,5.531814850156965e-05,0.0245474283975715,0.0,0.0001244658341285,0.7572777939122377,0.0821474505248309,0.1281444910038861,0.9922969478211564,0.9729079367713562,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,2485031.7363033155
B0164,bor,W,164,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,141.69,,141.69,,2017_3,162.0,2017,4.140178942312222,Allen_Island,Allen_Island,0.0,long,121,1.956747308562012,0.2676115865404991,-0.0150854586304958,0.642219387755102,0.3376623376623376,0.0128130797773654,0.005275974025974,0.0004638218923933,0.0,0.0126004947433518,0.0017973098330241,0.0,0.0,0.0201376004947433,0.9798817254174396,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,2485031.7363033155
B0165,bor,M,165,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,72.25,,72.25,,2017_3,163.0,2017,3676.278116204773,Allen_Island,Allen_Island,1.0,long,121,1.5986596335609595,0.161416396484072,0.1525751682904573,0.8828461455641688,0.0045219638242894,0.1113264427217915,0.0,0.0,0.0,0.0852578596037898,0.1344745908699397,0.0002153316106804,9.420757967269595e-05,0.2200419896640826,0.8873681093884582,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,2485031.7363033155
B0166,vag,W,166,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,109.98,,109.98,,2017_3,164.0,2017,16840.657220244688,Allen_Island,Allen_Island,1.0,short,121,15.218282580063365,0.1859274229434726,0.1288968330229417,0.8463553986680739,0.0597547217875468,0.0697623639870446,0.0002911314094399,0.0001091742785399,0.0006186542450598,0.0673969212853451,0.0889406455839004,0.0017103970304596,0.0021834855707995,0.1612504094035445,0.9061101204556208,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,2485031.7363033155
B0167,vag,W,167,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,40.98,,40.98,,2017_3,165.0,2017,76.72710194234416,Allen_Island,Allen_Island,1.0,short,121,3.2029753348291017,0.2431573131925648,0.1552923910144429,0.9086385027316491,0.0681560015145778,0.0005679666792881,0.0,0.0180667496078325,0.0,0.0,0.0014604857467409,0.0003515984205117,0.0003245523881646,0.0202033861632498,0.976794504246227,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1080915.9895912409
B0168,bor,W,168,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,210.57,,210.57,,2017_3,166.0,2017,3.772316210360772,Allen_Island,Allen_Island,0.0,long,121,4.050010265785076,-0.0432793565653602,-0.0266409092846733,0.5964510970951408,0.0889224482544194,0.1616549702407391,0.0147907968375233,0.0,0.1348050102158657,0.0302478457848449,0.2974149418139824,0.0,0.1230345562760948,0.6002931509283113,0.6853735453495602,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1080915.9895912409
B0169,vag,W,169,8/30/17,FJ,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,2017-19-10,10/20/17,102.03,,102.03,,2017_3,167.0,2017,1948.312759664528,Allen_Island,Allen_Island,1.0,short,121,1.1276479919890416,-0.0382241166899604,-0.0005360434128384,0.9870039878949006,0.0031676895664224,0.0,0.0,0.0098000395961195,0.0,0.0,0.8281952654354159,0.000127273241508,0.1582572050796165,0.99637978335266,0.9901716774613232,Allen_Island8/30/17,August,Allen_Island2017,8/30/23,1080915.9895912409
