id,species,caste,ID_number,date_of_collection,investigator,collection_site,Region,Latitude,Longitude,Forage_Plant,Temperature ,Wind,r.H.,H.I.,Time_of_Day,date_of_dissection,date_of_DNA_extraction,Concentration,Purity,QPCR_Concentration,QPCR_Purity,DNA_Storage,QPCR_Order,Year,CBombiConc,site_collapsed,site_collapsed_10k,Positive,clade,days_Since_May1,faithpd,PC1,PC2,Gammaproteobacteria,Alphaproteobacteria,Firmicutes,Bifidobacterium,Bombiscardovia,Apibacter,Lactobacillus,Snodgrassella,Schmidhempelia,Gilliamella,core,Proteobacteria,site_trip,Month,site_year,date_no_year,batch_conc
34,tern,W,TWM180719-005,7/19/18,TM,Manset Union Church,MDI,44.2662,-68.3096,,75.0,0.0,,,15:05,7/25/18,10/9/18,23.3,1.91,41.1,1.66,2018_1,64.0,2018,8.614428348391389,MDI_Southwest_Harbor,MDI_Southwest_Harbor,0.0,short,79,1.096890166758702,-0.0836837227664065,-0.0007917181491892,0.9841926131350056,0.0,6.302785831337451e-05,0.0,0.0152149249968486,2.5211143325349805e-05,6.302785831337451e-05,0.4938484810286146,0.1541787470061767,0.3355098953737552,0.998840287407034,0.9841926131350056,MDI_Southwest_Harbor7/19/18,July,MDI_Southwest_Harbor2018,7/19/23,2565.4831566293765
35,imp,W,DRA180814-017,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,9/25/18,20.6,1.81,36.4,1.58,2018_1,52.0,2018,764.1736516263009,Allen_Island,Allen_Island,1.0,short,105,2.741986034256389,-0.0767199489005434,0.0013709870457421,0.9640781688563258,9.224241306152569e-05,0.0065360338397881,0.0217033220446189,0.0071685532436385,0.0,0.0042431510008301,0.5091385876368811,0.4373476352998537,0.000184484826123,0.9797857340519456,0.9641704112693872,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,1801119.5998106766
36,per,W,TWM180724-025,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/30/18,9/18/18,30.6,1.92,30.6,1.92,2018_1,38.0,2018,1464.0473082289675,Allen_Island,Allen_Island,1.0,short,84,5.0893281170515134,-0.1146524525605274,0.0044887556414413,0.9991511968124944,0.0002196902367661,0.0,0.0,0.0,0.0,0.0,0.0009286905463296,0.8985230824537402,0.0881756723020541,0.987627445302124,0.9993708870492606,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,564539.163110815
37,bor,W,TWM180703-005,7/3/18,TM,Bingham,Somerset,44.9787,-69.8669,,,,,,15:45,7/6/18,9/18/18,27.6,2.11,27.6,2.11,2018_1,26.0,2018,16.34762906613748,Solon_ME,Solon_ME,0.0,long,63,2.8384564252539217,-0.0806720489286896,0.0016915216930378,0.906456272228866,0.0,0.0059717023622781,0.0011570658673334,0.0016851227732306,0.0839299858667122,0.0059717023622781,0.4477223663161818,0.000248497367481,0.3793467625452343,0.9200615030984516,0.906456272228866,Solon_ME7/3/18,July,Solon_ME2018,7/3/23,1901.3654525770676
38,bim,M,TWM180731-001,7/31/18,TM,Eustis Parking Lot; Colby College,Kennebec,44.563,-69.661,,83.0,2.0,,,13:26,8/6/18,9/11/18,29.6,2.02,29.6,2.02,2018_1,13.0,2018,13.004236263507154,Colby_College,Colby_College,0.0,short,91,2.9720823525581066,-0.085778357651167,-0.000830106738887,0.990537517383155,0.0006650946248261,0.0025596065864522,0.0011185682326621,0.0045951992260717,0.0,0.000866638450531,0.4564262248826007,0.0003829332688393,0.5331640365197412,0.9965536005804462,0.9912026120079812,Colby_College7/31/18,July,Colby_College2018,7/31/23,5359597.737106672
39,imp,M,MY180814-008,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,9/11/18,113.7,1.98,113.7,1.98,2018_1,12.0,2018,1088.550953282255,Allen_Island,Allen_Island,1.0,short,105,2.3513386971813004,0.1296515111492914,0.0790957724816313,0.5590524985028944,0.0229888881495774,0.3516867389713221,0.0,0.0013972985561248,0.0644088096347062,0.0001330760529642,0.0030940182314192,0.0013972985561248,0.0042917027080976,0.074722203739437,0.5820413866524718,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,1256487.9009578812
4,tern,W,TWM180814-017,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,9/25/18,24.4,2.06,42.6,1.66,2018_1,45.0,2018,91581.81623182364,Allen_Island,Allen_Island,1.0,short,105,4.7688840652185895,-0.0196551704441041,0.0436572636193094,0.998552132746566,0.0009715951305938,0.0002095597340496,0.0,0.0,0.0,7.620353965441695e-05,0.0004000685831856,0.5976834123945057,0.0748128250557238,0.6729725095730696,0.99952372787716,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,4643043.824059234
40,bim,M,TWM180731-008,7/31/18,TM,Eustis Parking Lot; Colby College,Kennebec,44.563,-69.661,,83.0,2.0,,,13:26,8/6/18,10/18/18,27.5,1.93,27.5,1.93,2018_2,91.0,2018,32.66600468108585,Colby_College,Colby_College,0.0,short,91,4.800132573847828,-0.0565724027459514,-0.0011937730162322,0.962151008356419,0.0077864040037848,0.0133611500621316,0.0035112919958502,0.0113660977917621,0.0,0.0128367363224916,0.6762315172657524,0.0002052053763808,0.2835938301583501,0.9877446789105876,0.969937412360204,Colby_College7/31/18,July,Colby_College2018,7/31/23,379731.7508384557
41,vag,M,MY180814-007,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,10/18/18,27.7,2.03,27.7,2.03,2018_1,81.0,2018,235840.75028687948,Allen_Island,Allen_Island,1.0,short,105,5.8942519999599385,0.2557132876392567,0.0510179998900361,0.7549099046957596,0.2099008372882664,0.0311378631786086,0.0,0.0,0.0,0.0001157541382104,0.002276498051472,0.0021607439132615,0.0013504649457884,0.0059034610487324,0.964810741984026,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,9442235.15845886
42,per,M,TWM180724-009,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/25/18,10/9/18,29.2,1.72,29.2,1.72,2018_1,65.0,2018,13.407969463919306,Allen_Island,Allen_Island,0.0,short,84,8.149952343927907,0.1777357102113794,0.1680033512288822,0.9221948818897636,0.0018700787401574,0.0414370078740157,0.0139763779527559,0.0006889763779527,0.0001476377952755,0.0414370078740157,0.0470964566929133,0.0009350393700787,0.0319389763779527,0.1362204724409449,0.9240649606299212,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,3791603.063208189
43,bor,Q,JLS180814-001,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,9/25/18,53.5,1.83,53.5,1.83,2018_1,53.0,2018,19.11841038399633,Allen_Island,Allen_Island,1.0,long,105,4.734280587348163,0.0747344963486634,-0.0050492459883983,0.732610195600199,0.1641982638276022,0.068436000706022,0.0269090675695191,0.0,0.0,0.0573161534635195,0.3057717302353941,0.0002406893342533,0.0,0.3902376406026861,0.8968084594278013,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,3617880.112450514
44,vag,M,TWM180711-015,7/11/18,TM,Aurora,Hancock,44.8574,-68.3201,,77.0,0.0,,,14:59,7/25/18,9/18/18,34.2,2.05,34.2,2.05,2018_1,43.0,2018,57.49529644207847,Aurora_ME,Aurora_ME,1.0,short,71,2.488372061705715,-0.0316201245926236,0.0088489410554373,0.9931074925893496,0.0,0.0,0.0013576150960372,0.0053019287774234,0.0,0.0,0.7334093812006459,0.0017271434653727,0.2032968357125069,0.945092904251986,0.9931074925893496,Aurora_ME7/11/18,July,Aurora_ME2018,7/11/23,8038019.033760437
45,bor,M,TWM180724-023,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/30/18,9/18/18,26.0,1.9,26.0,1.9,2018_1,28.0,2018,62.25152950917504,Allen_Island,Allen_Island,1.0,long,84,1.7443159655317362,-0.0371968799774664,-0.0005933905346033,0.9789306978329292,0.0003207505563017,0.0174207645891385,0.0,0.0,0.0030671771946354,0.0115169496622095,0.800282661427741,0.000280656736764,0.0745644808852715,0.8897119259066216,0.9792514483892308,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,1901.3654525770676
46,bim,W,TWM180621-002,6/21/18,TM,Eustis Parking Lot; Colby College ,Kennebec,44.563,-69.661,catmint; clover,76.0,1.5,,,14:00,6/25/18,9/10/18,61.9,2.11,61.9,2.11,2018_1,1.0,2018,0.7809677599988428,Colby_College,Colby_College,0.0,short,51,2.1753886443255097,-0.059676979403186,-0.000459626450524,0.9975448889998544,0.0,0.0,0.0,0.0018309302373967,0.0,0.0,0.6893036223290265,0.0002184632669621,0.3074298316792543,0.9987828475126396,0.9975448889998544,Colby_College6/21/18,June,Colby_College2018,6/21/23,453089.18309896486
47,vag,W,TWM180802-001,8/2/18,TM,Swans Island; Roadside,Swans Island,44.1722,-68.4233,Thistle,70.0,,,,11:56,8/6/18,9/11/18,24.0,1.81,42.3,1.6,2018_1,17.0,2018,533.8617792652136,Swans_Island_ME,Swans_Island_ME,1.0,short,93,4.335577446032889,0.2156772512432551,0.2041609358180791,0.991907230941704,0.0003386584454409,0.0019034940209267,0.0,0.0037369207772795,0.0001634902840059,0.0,0.0055937032884902,0.0049280642750373,0.0020553064275037,0.0164774850523168,0.9922458893871452,Swans_Island_ME8/2/18,August,Swans_Island_ME2018,8/2/23,1052096.972690721
48,bor,M,MY180814-011,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,10/18/18,32.6,1.97,32.6,1.97,2018_2,88.0,2018,13500.036486627856,Allen_Island,Allen_Island,1.0,long,105,4.894078571097461,0.0275240884016034,-0.0316369566666526,0.8163285463129407,0.1671967287596547,0.0051360053730517,0.0004345850700274,0.0,0.0090472710032988,0.0033384034924836,0.4201449933824546,0.0001580309345554,0.0197538668194299,0.45287715070225,0.9835252750725954,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,1811512.866898576
49,imp,W,TWM180719-001,7/19/18,TM,Agamont Park,MDI,44.3905,-68.2049,,73.0,0.0,,,12:24,7/25/18,10/9/18,35.7,1.79,35.7,1.79,2018_1,75.0,2018,10.489489133817806,MDI_Bar_Harbor,MDI_Bar_Harbor,0.0,short,79,2.536508448218524,-0.1042508755567778,0.0064965942592816,0.8289645619903826,6.533556345389923e-05,0.0103752874764791,0.0048871001463516,0.0019208655655446,0.1533556345389922,0.0103752874764791,0.1636917206773991,0.1009173113108927,0.5630096173949404,0.9981575371106,0.8290298975538365,MDI_Bar_Harbor7/19/18,July,MDI_Bar_Harbor2018,7/19/23,2198608.445688641
5,tern,W,TWM180719-006,7/19/18,TM,Manset Union Church,MDI,44.2662,-68.3096,,75.0,0.0,,,15:05,7/25/18,9/18/18,33.7,1.94,33.7,1.94,2018_1,32.0,2018,0.0,MDI_Southwest_Harbor,MDI_Southwest_Harbor,0.0,short,79,1.867558666003344,-0.1185356487791045,0.002953609054149,0.9983625865387378,0.000904886386487,0.0003303553474476,0.0,0.0,0.0,0.0003303553474476,0.0032030105426445,0.818074746488179,0.1759932205337393,0.9976013329120106,0.9992674729252248,MDI_Southwest_Harbor7/19/18,July,MDI_Southwest_Harbor2018,7/19/23,202.29202131042325
51,per,M,TWM180814-004,8/14/18,TM,Allen Island; Trail,Allen Island,43.8755,-69.3113,Thistle,,,,,10:00,8/16/18,9/25/18,35.4,1.84,35.4,1.84,2018_1,50.0,2018,38256.574599390486,Allen_Island,Allen_Island,1.0,short,105,3.5448374034879864,-0.0290969099295055,-0.0005698761801847,0.0083499074137576,0.0143680131678211,0.9764933817982304,0.0,0.0,0.0001028736026335,0.0001200192030724,0.0012344832316027,0.0001543104039503,0.0008744256223852,0.0024861120636444,0.0227179205815787,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,1801119.5998106766
52,terri,W,MY180703-002,7/3/18,TM,Seboomook Lake ,Somerset,45.7868,-70.3613,,80.0,1.0,,,12:30,7/6/18,9/18/18,46.6,2.01,46.6,2.01,2018_1,40.0,2018,5.0300017232756895,Seboomook_Lake_ME,Seboomook_Lake_ME,0.0,short,63,3.611647594179166,-0.1077688818641634,0.0010880967870357,0.9940518197398932,0.0,0.0,0.0051848544640156,0.0,7.201186755577319e-05,0.0,0.1670243256088603,0.0004608759523569,0.8256448662739619,0.9983869341667508,0.9940518197398932,Seboomook_Lake_ME7/3/18,July,Seboomook_Lake_ME2018,7/3/23,564539.163110815
53,bim,W,MY180711-004,7/11/18,TM,Little Pembroke Brook,Washington,44.911,-67.8002,,75.0,0.0,,,13:52,7/25/18,9/18/18,57.2,2.05,57.2,2.05,2018_1,29.0,2018,0.0,Little Pembroke Brook,Pickerel_Lake,0.0,short,71,4.250209339912903,-0.115384979833422,0.0037528740877567,0.7862306368330465,9.835259404966804e-05,0.2012785837226456,0.0,0.0,0.0001967051880993,0.0,0.0073764445537251,0.688271453159577,0.086206048684534,0.7820506515859356,0.7863289894270962,Little Pembroke Brook7/11/18,July,Little Pembroke Brook2018,7/11/23,202.29202131042325
54,vag,W,MY180802-001,8/2/18,TM,Swans Island; Roadside,Swans Island,44.1722,-68.4233,Thistle,70.0,,,,11:56,8/3/18,9/11/18,23.0,1.9,39.9,1.65,2018_1,4.0,2018,11465.521023063053,Swans_Island_ME,Swans_Island_ME,1.0,short,93,17.898178504549644,0.2112760182577595,0.1814409537227464,0.9315315315315316,0.0248648648648648,0.0075675675675675,0.0,0.0,0.0,0.0,0.0243243243243243,0.0327927927927927,0.0129729729729729,0.0700900900900901,0.9563963963963964,Swans_Island_ME8/2/18,August,Swans_Island_ME2018,8/2/23,453089.18309896486
55,vag,W,DRA180814-007,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,9/11/18,50.1,1.84,50.1,1.84,2018_1,79.0,2018,39403.57032198749,Allen_Island,Allen_Island,1.0,short,105,3.4220429725650057,0.013351478420966,0.0854225415186767,0.9759503032095844,0.0171868066854015,0.0054429818074249,0.0006507913030616,0.0,0.0,0.0001183256914657,0.1580535423753882,0.3520633042449342,0.0814968199970418,0.5923827836118918,0.993137109894986,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,1580294.6562868147
56,bim,Q,TWM180607-003,6/7/18,FJ,Eustis Parking Lot; Colby College ,Kennebec,44.563,-69.661,,,,,,,6/11/18,10/19/18,143.8,2.16,143.8,2.16,2018_2,93.0,2018,12.205135769671186,Colby_College,Colby_College,1.0,short,37,15.220259078578913,0.1515219610516296,-0.2202662408462753,0.2572448251249107,0.6192005710206995,0.026481084939329,0.0,0.0093504639543183,0.0,0.0,0.0114917915774446,0.0,0.0054246966452533,0.0262669521770164,0.8764453961456102,Colby_College6/7/18,June,Colby_College2018,6/7/23,381154.7090103717
57,ruf,W,TWM180724-018,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/30/18,10/9/18,24.7,1.78,42.9,1.68,2018_1,74.0,2018,29559.968820515463,Allen_Island,Allen_Island,1.0,short,84,9.854916422681503,0.1658568969370828,0.1041728911770469,0.8406583468981733,0.0996563573883161,0.0209802857659612,0.0,0.0034364261168384,0.0,0.0,0.0110327364803761,0.014830891662145,0.1450533550370772,0.1743534092964369,0.9403147042864894,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,2198608.445688641
58,bor,W,DRA180720-010,7/20/18,TM,Monhegan Island,Monhegan Island,43.764,-69.314,,,,,,,7/31/18,10/9/18,41.8,1.92,41.8,1.92,2018_1,63.0,2018,24.63961309754449,Monhegan_Island,Monhegan_Island,1.0,long,80,3.5489975416316533,-0.0816220339710518,-0.000393328464866,0.9421321029626032,0.0,0.0060101991257892,0.0,0.0,0.0513841670713938,0.0030718795531811,0.3901408450704225,0.0002671199611461,0.2751942690626517,0.7200582807187955,0.9421321029626032,Monhegan_Island7/20/18,July,Monhegan_Island2018,7/20/23,2565.4831566293765
59,imp,M,DRA180814-003,8/14/18,TM,Allen Island; Trail,Allen Island,43.8755,-69.3113,Thistle,,,,,10:00,8/16/18,9/25/18,44.2,1.8,44.2,1.8,2018_1,51.0,2018,19.694466793228106,Allen_Island,Allen_Island,0.0,short,105,3.9014006945031534,-0.1137036544515923,0.003775923659835,0.7865640307907628,0.0053883834849545,0.0204898530440867,0.0685094471658502,0.0195661301609517,0.097256822953114,0.0201539538138558,0.128775367389783,0.5775787263820854,0.0782785164450664,0.9901189643107068,0.7919524142757173,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,1801119.5998106766
60,bim,W,TWM180711-001,7/11/18,TM,Baileyville Big Stop,Washington,45.1235,-67.3506,,70.0,1.5,,,12:37,7/25/18,9/18/18,56.2,1.93,56.2,1.93,2018_1,39.0,2018,6.678147134014919,Baring_ME,Baring_ME,0.0,short,71,0.9774566769630496,-0.0463581143772342,-0.0001645681574712,0.9880370887749268,4.687661138351631e-05,0.0015656788202094,0.0,0.0096472066227276,0.0,0.0,0.7810112222607652,0.0004593907915584,0.206341467987962,0.9974592876630134,0.9880839653863102,Baring_ME7/11/18,July,Baring_ME2018,7/11/23,564539.163110815
61,ruf,W,TWM180724-022,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/30/18,9/18/18,44.0,2.1,44.0,2.1,2018_1,23.0,2018,15217.390115467204,Allen_Island,Allen_Island,1.0,short,84,1.0344820304616469,0.2113253453164006,0.190344155424367,0.997575498399974,0.0,0.0023049073506974,0.0,2.1744408968843885e-05,0.0,0.0,0.0004385122475383,0.0002500607031417,0.0002464366349802,0.0009567539946291,0.997575498399974,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,802775.3551988022
62,tern,W,TWM180626-007,6/26/18,TM,East Hancock,Hancock,44.63,-68.1405,,73.0,,,,15:40,6/28/18,9/10/18,28.4,2.16,28.4,2.16,2018_1,3.0,2018,2.384567328726359,East Hancock,East Hancock,0.0,short,56,3.6814916962363022,-0.1161789661846712,0.0026195758521481,0.9909714132090688,0.0,0.0004928757057083,0.0,8.961376467425397e-05,0.0,0.0004256653822027,0.0085133076440541,0.9810914956537324,0.0007617169997311,0.9908817994443948,0.9909714132090688,East Hancock6/26/18,June,East Hancock2018,6/26/23,453089.18309896486
63,tern,W,TWM180802-007,8/2/18,TM,Swans Island; Roadside,Swans Island,44.1722,-68.4233,Thistle,70.0,,,,11:56,8/3/18,9/11/18,19.3,1.82,30.1,1.53,2018_1,14.0,2018,58.799952575097855,Swans_Island_ME,Swans_Island_ME,1.0,short,93,2.141084886931652,-0.1031480096981508,-0.0006685058876277,0.994567912036632,0.0002041590107037,4.374835943652113e-05,0.0,0.0047102400326654,2.9165572957680757e-05,0.0,0.291196371802724,0.4471592731939219,0.2556435383673112,0.9987385889695805,0.9947720710473358,Swans_Island_ME8/2/18,August,Swans_Island_ME2018,8/2/23,5359597.737106672
64,terri,W,TWM180703-001,7/3/18,TM,Jackman,Somerset,45.6111,-70.2116,,80.0,5.0,,,13:30,7/6/18,10/19/18,48.3,1.9,48.3,1.9,2018_2,92.0,2018,5.469253211782588,Jackman_ME,Jackman_ME,0.0,short,63,5.972567959735586,-0.0574926128928456,0.0007003331947129,0.9837080222018127,0.0,0.001577287066246,0.0093239627840115,0.0,0.0006788324082577,0.001577287066246,0.7309427784211157,0.0002395879087968,0.2513676476460488,0.9941300962344768,0.9837080222018127,Jackman_ME7/3/18,July,Jackman_ME2018,7/3/23,379731.7508384557
65,imp,W,TWM180711-014,7/11/18,TM,Aurora,Hancock,44.8574,-68.3201,,77.0,0.0,,,14:59,7/25/18,10/9/18,27.3,1.8,27.3,1.8,2018_1,72.0,2018,775.056203145193,Aurora_ME,Aurora_ME,1.0,short,71,3.027969356444648,-0.0971001146442065,0.0177636912246042,0.6395733281849555,0.0,0.0189202886309337,0.0,0.0,0.33168424355045,0.0156381977459758,0.0526582522866037,0.5853222964982986,0.0004826604242585,0.9857856505055866,0.6395733281849555,Aurora_ME7/11/18,July,Aurora_ME2018,7/11/23,430938.3713874279
66,fer,M,TWM180724-014,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/25/18,10/9/18,30.2,1.89,30.2,1.89,2018_1,60.0,2018,52.34683263774404,Allen_Island,Allen_Island,1.0,long,84,4.070203733531745,-0.0803558054760131,0.0012323694469553,0.9116807927296008,6.958651691648227e-05,0.0115235272013694,0.0011133842706637,0.0,0.0709504126480453,0.0115235272013694,0.44777531905418,8.350382029977871e-05,0.4336214215133676,0.965067568507926,0.9117503792465173,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,6807734.334169211
67,vag,W,MY180814-010,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,9/25/18,21.8,1.92,42.9,1.66,2018_1,49.0,2018,2996.9929504668244,Allen_Island,Allen_Island,1.0,short,105,7.424511333087776,0.2610259135829645,0.1264629957852131,0.8578243712821721,0.1394075033865363,0.0007852837819266,7.852837819266938e-05,0.0,0.0,0.000117792567289,0.0007656516873785,0.001884681076624,0.0003337456073188,0.0031803993168031,0.9972318746687084,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,1801119.5998106766
68,ruf,W,TWM180724-001,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/25/18,9/18/18,20.9,1.89,31.3,1.56,2018_1,37.0,2018,11976.692290083109,Allen_Island,Allen_Island,1.0,short,84,4.255231543036368,0.2274482446831431,0.2267183576310763,0.9884891200640176,0.0003077775383952,0.0091409928903388,0.0003077775383952,0.0,0.0,0.0001846665230371,0.0022775537841248,0.0017851097226924,0.0009848881228647,0.0055399956911144,0.988796897602413,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,564539.163110815
69,fer,M,TWM180724-004,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/25/18,9/18/18,14.8,2.05,26.8,1.6,2018_1,22.0,2018,13.325734035157485,Allen_Island,Allen_Island,0.0,long,84,2.134435165606551,-0.041677407527688,-0.0007402153537722,0.9976890917459345,0.0,0.0014958576250383,5.753298557839828e-05,0.0,0.0,0.0014958576250383,0.7946072414851182,0.0001821877876649,0.1241657717091132,0.9205085915925132,0.9976890917459345,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,802775.3551988022
7,vag,M,MY180814-013,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,9/11/18,29.8,1.92,29.8,1.92,2018_1,5.0,2018,4847.670704083541,Allen_Island,Allen_Island,1.0,short,105,4.8856292845274965,0.2309422693402659,0.1755179242929028,0.9564461386701444,0.0316831352092424,0.0087274915985353,0.0014378626005249,0.0,0.0,0.0,0.0004347026466703,0.0008526859607764,0.0003845446489776,0.0031097958569493,0.9881292738793868,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,2914517.1514880154
70,tern,W,TWM180802-010,8/2/18,TM,Swans Island; Quarry,Swans Island,44.1399,-68.4339,rosa rugosa,72.0,1.5,,,13:56,8/6/18,9/11/18,18.2,1.91,31.7,1.5,2018_1,10.0,2018,50213.84737427052,Swans_Island_ME,Swans_Island_ME,1.0,short,93,0.9365285465698624,-0.1190839791712587,0.0037559449178243,0.9936463203740472,0.0,0.0,0.0,0.0058797156215973,0.0,0.0,0.0004483443284442,0.9021456478575546,0.0908729904566707,0.9993466982642668,0.9936463203740472,Swans_Island_ME8/2/18,August,Swans_Island_ME2018,8/2/23,1256487.9009578812
71,bor,W,TWM180814-003,8/14/18,TM,Allen Island; Trail,Allen Island,43.8755,-69.3113,Thistle,,,,,10:00,8/16/18,10/18/18,45.7,1.93,45.7,1.93,2018_2,82.0,2018,77874.58464703862,Allen_Island,Allen_Island,1.0,long,105,3.81787273781176,0.1336323842625932,0.0896807448930529,0.6904733373277412,0.0879568603954463,0.187417615338526,0.0197723187537447,0.0002396644697423,0.0,0.0789694427801078,0.0013780707010185,0.0008388256440982,0.1357399640503295,0.2369382863990413,0.7784301977231876,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,9442235.15845886
72,tern,W,MY180719-005,7/19/18,TM,Manset Union Church,MDI,44.2662,-68.3096,,75.0,0.0,,,15:05,7/25/18,10/19/18,27.1,2.17,27.1,2.17,2018_2,95.0,2018,11464.177508961666,MDI_Southwest_Harbor,MDI_Southwest_Harbor,1.0,short,79,4.24525006382866,-0.0779249774593839,-0.0002305555853239,0.9436963696369636,0.0004400440044004,0.0,0.0,0.0519471947194719,0.0,0.0,0.5162156215621562,0.0,0.4207260726072607,0.9888888888888888,0.944136413641364,MDI_Southwest_Harbor7/19/18,July,MDI_Southwest_Harbor2018,7/19/23,381154.7090103717
73,fer,M,TWM180724-021,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/30/18,10/9/18,18.2,1.7,41.2,1.67,2018_1,73.0,2018,64.45836728233374,Allen_Island,Allen_Island,1.0,long,84,7.906764763949155,-0.0918645350356183,0.0121641678743859,0.9114235909355026,0.0002091807088901,0.0604997094712376,0.0265891923300406,0.0,0.0,0.0602440441603718,0.0946194073213248,0.1741080766995932,0.5810807669959326,0.9366414875072632,0.9116327716443928,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,2198608.445688641
74,imp,W,MY180719-003,7/19/18,TM,Brown Family Farm,MDI,44.3288,-68.2073,,75.0,1.5,,,13:23,7/25/18,10/9/18,32.3,1.87,32.3,1.87,2018_1,61.0,2018,2.17629179628986,MDI_Acadia,MDI_Bar_Harbor,0.0,short,79,2.817106736092005,-0.0962426124531325,0.0026871196236878,0.8705544409994529,0.0001595841692504,0.0259438263724238,0.0,0.0,0.1010623746124384,0.0259438263724238,0.2683521794637972,0.054623381360569,0.5475788801750866,0.997560641984315,0.8707140251687033,MDI_Acadia7/19/18,July,MDI_Acadia2018,7/19/23,2565.4831566293765
75,vag,W,MY180814-009,8/14/18,TM,Allen Island; Garden,Allen Island,43.8755,-69.3113,,,,,,,8/16/18,9/25/18,15.0,1.86,37.3,1.63,2018_1,48.0,2018,5481.654940559293,Allen_Island,Allen_Island,1.0,short,105,4.128549399547218,0.2157089228130634,0.1957036896963173,0.9950403578722162,0.0022367013517455,0.0015883821193555,0.0,0.0,0.0,0.0,0.0008103990404875,0.001166974618302,0.000583487309151,0.0025608609679406,0.9972770592239618,Allen_Island8/14/18,August,Allen_Island2018,8/14/23,4643043.824059234
76,bim,M,TWM180724-026,7/24/18,TM,Allen Island,Allen Island,43.8755,-69.3113,,,,,,,7/30/18,9/18/18,60.1,1.95,60.1,1.95,2018_1,36.0,2018,13.693991967777531,Allen_Island,Allen_Island,0.0,short,84,5.682166159329839,0.1610003070239227,0.0100446495931936,0.6623716968770474,0.2657785542694911,0.0661716531993885,0.0,0.0,0.0,0.0,0.0072068137147848,0.2024459488971391,0.0041493775933609,0.2138021402052849,0.9281502511465386,Allen_Island7/24/18,July,Allen_Island2018,7/24/23,893155.0701831228
77,bim,W,MY180711-001,7/11/18,TM,Baileyville Big Stop,Washington,45.1235,-67.3506,,70.0,1.5,,,12:37,7/25/18,9/18/18,30.5,1.82,30.5,1.82,2018_1,21.0,2018,373.9473673390869,Baring_ME,Baring_ME,1.0,short,71,2.7164417004168446,-0.0793377261145613,-0.0008346874045457,0.9564761492626744,0.0007156885589694,0.0308245397956126,0.0001331513598082,0.0113511534236543,3.328783995206551e-05,0.0307246762757564,0.491894410971672,0.0056422888718751,0.4582071169401817,0.9979860856829,0.9571918378216436,Baring_ME7/11/18,July,Baring_ME2018,7/11/23,802775.3551988022
