Feature ID	Domain	Phylum	Class	Order	Family	Genus	Species
40a904918a9bc85c99963f2c55cdebc1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	
40af3acf19c5279a65792e0fd7d6f3da	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia_sbxid5672
40b0e39024e89be5918c470a8eebc4ea	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter	Psychrilyobacter_atlanticus
40ffb663a4b5efae6d35b05766f3aedc	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_F furukawaii
41015c1246ff7979e898a21e56708049	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae		
4103ce09ec3bbeb971891e0d648874b3	Bacteria						
4104c57c6cde0ff731506c7ce721dd26	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocastanea	Desulfocastanea_catecholica
411071187f1b7d0565224289df1080e5	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	
4130eec8df86a3bf6c29153157e394e5	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae		
416956602c6d224f0ece9882f0380584	Bacteria	Kiritimatiellota	Tichowtungiia	Tichowtungiales	Tichowtungiaceae	Tichowtungia	Tichowtungia_aerotolerans
4178c0872c2367dba0ca8a51d7986a4b	Bacteria	Pseudomonadota	Alphaproteobacteria	HIMB59	HIMB59	HIMB59	
419af7300fc62bd827b4de4172d5ab89	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
41b6d1773e98ee99e12692d7de578d78	Bacteria						
41d1ed985149f3f579327fbf65dfd057	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobulbales	fbxid5858	gbxid5858	gbxid5858_sbxid5858
41dd0477e742dd880b9d6f52a9dca367	Bacteria	Krumholzibacteriota	Krumholzibacteria	LZORAL124-64-63	LZORAL124-64-63	LZORAL124-64-63	LZORAL124-64-63 sp002747875
422dd3ca47eee57d8692c6ba49f34d6c	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	
42517c86ec6dd9665e6605b9037229c4	Bacteria	Pseudomonadota	Gammaproteobacteria	SZUA-229	SZUA-229	GCA-2746365	GCA-2746365 sp002746365
42731206bf17e802405849d3613c998b	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	
42834b1fbc98b266a770213d3ca1fe5b	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
42b45f144bf8cc8d17f0318d97437943	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales			
42b6d29df5446a355cb0f63090bd6e23	Bacteria						
42b8f1464b949c3bae830d31ac4d43c4	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
42be213cb305538a19ac14274eaf0ea8	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_psychrophila
42d51f549552c67eace9c9bfcf4a310b	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_commune
42d5cc9a749725f18b16ae32b978d538	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	
42e60a399254587efcf50676eb6957a4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
430d015803d325d1173cbad14b8e38b7	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Saccharibacter	Saccharibacter_floricola
432b9871d08648f5ab2b2d0f9449e8c3	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae		
4334c62bb2eacb95c26d154cbb396243	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Phaseolibacter	
4337de1e54f9a4bae93d5ba54effbf42	Bacteria						
4337fa783ccb38fadfb6d5bcdc9596c6	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Rickettsiella	Rickettsiella_massiliensis
435247c0cfea8478b18189642ede7c23	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella	Snodgrassella alvi
4383fd8fb85e92d1fc91fc51c2ef68f8	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Holzapfelia	Holzapfelia_floricola
43c4c877f82b80e1089f970d79e0b83b	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	
43c6250217f70d0df4c04bb14a9a1388	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrorhabdus	Thiomicrorhabdus_arctica
43d1f27a23f182c1dd6f077f42b79cbf	Bacteria	Bacteroidota	Saprospiria	Saprospirales	Saprospiraceae	Rubidimonas	Rubidimonas_crustatorum
43d56fa83097c7b1b72528c94dbe281a	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
4465ab5b9e4727f7b23a170f343db546	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma_ixodetis
44706b0bd4e5595b8f569747e4619363	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	Arctic95D-9	
4489fd74cf31f4f0225497bb8ed4ad2f	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Carboxylicivirga	Carboxylicivirga_flava
448cb5460adeea5d4304abc970cf9ee2	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
44bd97f8e94a3688874678d2cdf509aa	Bacteria	Bacillota	Clostridia	Eubacteriales	Christensenellaceae		
44bea110acde156aeb7b9d8552056fd0	Bacteria	Acidobacteriota	Thermoanaerobaculia	UBA5704	UBA5704		
44d3e2afae326f2d76cfe6cfda13a056	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_dorei
44e233d041469cfb20b93716bd044530	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Lichenibacteriaceae	Lichenibacterium	Lichenibacterium_sbxid5634
4500d46d094381cd7d955094ac6b4e01	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
45369590b35c00b5e36d76360e9ae158	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella	Snodgrassella alvi
4540d4c6042da46be7a1c6308575127e	Bacteria						
4543264e21c40d6b58c7a3cadbdece05	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
4549bb9cb42c70036a72049f1cfdd46b	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Cryomorpha	Cryomorpha_ignava
455d59564a2993dcc879eace460b726a	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
457b98bdd116d6ea5a91349fbee03587	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Commensalibacter	
459c127a6106ab18e0f12900cbf56440	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	
459c82927919d47f2695fbab5950052e	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Saccharibacter	Saccharibacter_floricola
45b26c14151f91fbdf002ab437d2548e	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae		
45be3a0e210627046ed020cda041bd92	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae		
45c9195f516c97320c16dffadb93d60d	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
45fe5d6e8a1920891788d689dee9f959	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus bombicola
461332fd4bef73db8fba6b56eb52ac9c	Bacteria	Acidobacteriota	Acidobacteriia	Acidobacteriales	Acidobacteriaceae		
46180938ea96c63ea35c8b5875103546	Bacteria	Bacillota	Bacilli	Bacillales			
461cf6a54476ed11f3feb7289cfeb2e5	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
4625e53acc4db51e5f866499f4b027b0	Bacteria						
466946f2c6041c547e1f6b1c5fcd1bb5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_hispanicum
46696c7ed74c022236e484ae844ab4b8	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
46857bdaa7e15f52e7cbb275aa531def	Bacteria	Bacteroidota	Cytophagia	Cytophagales			
46890aa7e51ada57e877a7f564a87cc0	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Sedimentisphaeraceae	Limihaloglobus	Limihaloglobus_sulfuriphilus
469d229615d95751b2a3f28d99634d4a	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae		
469ed0180e30b9697a761ff8004d0350	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Commensalibacter	
46cc8d73895b9860e4a4eb7edba2c79e	Bacteria	Pseudomonadota					
46cd15b6facdb4deeef42e38d62f06ef	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
46d3c49b6f44f08406e09d241620e25b	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
470fdee540580c960e5295b7466384c3	Bacteria	Cyanobacteria	Cyanobacteria_UKc	Synechococcales			
4734d8109de9eeb9ec1ada709436209e	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
47472952eb8b27a171f53c0fa7a7294a	Bacteria						
47577b410dfadafd5ac095eb4b6accdc	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	
4777813bbe560f135be738c4cc0fcb03	Bacteria						
47842ce7a5f4559d77f4d95e75df81e7	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	
47945068ee0305b07851e6f5e7dc6e1c	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
479e2a24476de6bc267c643e83c426dd	Bacteria						
47ad3ebf7a90a7a4a75c63553877850a	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Woeseiaceae		
47ad5e16f544db4d66cb01997196d5f4	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
47b1736403fb15c85e00e56c837c9c8b	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	GWA2-37-10	
47b74972382b97133e42b66dad3ac8b0	Bacteria	Pseudomonadota	Alphaproteobacteria				
47bc8c802f80e17d631a84b6b9d1d3eb	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Apibacter	Apibacter_mensalis
47c07fa1c638f00ab9da94c46209af19	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales			
47c69b33085546a2de42c80dbf8b1309	Bacteria						
47d2c86708542cfc142ad8d2c9652f76	Bacteria						
47dccdf2b4f828dea0ef5771eff5701b	Bacteria						
47f055fcc383e45f0a9fd6069b7015a2	Bacteria	Actinomycetota	Thermoleophilia	Miltoncostaeales	Miltoncostaeaceae	Miltoncostaea	Miltoncostaea_marina
480de8ad19afca184df91daeaf2f0aeb	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Apibacter	Apibacter_mensalis
4816c4243d27b3647c55a87ac9baa4f5	Bacteria						
481b416924203453fb40fd2afec5ed68	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Fulvivirga	
481cc086ea0b000fa20bcd0ff3465dd9	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae		
482a84ea160cae18b180c164d008467e	Bacteria						
48734a6efb00ff065c828b918c232441	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
48a16b46e794714fab9fb5d9a05834ea	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	
48be69606769441b8390564bafbd46e8	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula	
48ce8c9945fbd0d669f79d0a095a4b5e	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter_ubique
48d5f9f84588cfbdb52cea4b36c589f3	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales			
48d6417e0eac593c7d614bc005f244d4	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
48d677505851e8463cceb0ccf190af0d	Bacteria	Bacteroidota	Bacteroidia				
48d8ee746e20240edbf7c040e0c9e990	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae		
48e1aa7c0206012f980dd603e60e46e8	Bacteria						
48e8d0715123e15dc3c97ea9b5ffc58b	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	
48fb0373cb2502d5c054e3ec3f62436f	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae		
49028abc21f236ad1e91f7809a898ef5	Bacteria	Krumholzibacteriota	Krumholzibacteria	LZORAL124-64-63	LZORAL124-64-63	LZORAL124-64-63	LZORAL124-64-63 sp002747875
49085ccb1157012a3abcdbab7fc147a2	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia	
49255ca1ab1b242ccbe8d3afc14bb450	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
492d0c588305ed8d47f0f0958804e3a5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae		
4934a413cdb701ffcdcc975871dc3606	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus fructosus
493d2e1983aa4522ad54fba78b728e29	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales			
4948c1791e9f54be30320ea3db8b2951	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_C periodonticum_D
496891a4367e73953665a3b2bfb4e751	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Commensalibacter	Commensalibacter_intestini
49701cb0b0507a4b5fbacd0fea9eb085	Bacteria						
49c42948913ac00082bae7d9eeb626d9	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella	Snodgrassella alvi
4a0dcd72b61be7b0a86887f9aa241c7f	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
4a280a0dc4b4eff5209c5e6f913d4af0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neokomagataea	
4a303d0b6e4e1603343083ec3c522618	Bacteria						
4a4e10190bee4839666e6a4608603901	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
4a7df758964b1a36fc0bc086083dc605	Bacteria						
4a908bc2541bf21c0945c3e44c772706	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae	Desulfocapsa	Desulfocapsa_sulfexigens
4a99c4280a9068693e4e6185f3a4c4e3	Bacteria	Bacteroidota	Bacteroidia				
4ac582d19d5d62f14a4f000556aff9a3	Bacteria	Pseudomonadota	Gammaproteobacteria				
4ac7e41021dd1f7972df50a55480da62	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	
4ae0d223414b0378b1bb2b7e0f9008d9	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae		
4b04de6c6a040d9f1edbdecb64821d16	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae		
4b118a297a98d7914e317e24ca4de779	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Schmidhempelia	
4b1f6358286251d7ffd5b1880048c6cb	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae		
4b3eb66ba0b5c619698b98bafedc8c80	Bacteria	Kiritimatiellota	Tichowtungiia	Tichowtungiales	Tichowtungiaceae	Tichowtungia	Tichowtungia_aerotolerans
4b59490b6b048fafb7ff442b62ec34a8	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Craurococcus	Craurococcus_roseus
4b852210bbd81504bdfa1ee2a776e96e	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	
4b978e7586b43a1930462c5ac4a18116	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Phaseolibacter	
4bac6e08d8816a7a6e4a52fe68fd6043	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
4bb137991e4555983fc3261b97cba155	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	
4bb9e74b428853d9c28c31efaf99943f	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae		
4bc2f49164b7f7e63d20be927aa43659	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	
4bca6d2c2632165857073fbaf8e36f2c	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
4be37e9ba500ef47fd20a0de6b4d4feb	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella_sbxid0097
4c0babfb304a3e2315e2ad818a83e377	Bacteria						
4c13922a0210b275407dd87786273901	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Woeseiaceae	Woeseia	Woeseia_oceani
4c2aecd251fc52fe8d6ab35e01fad0b8	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	Amylibacter_marinus
4c3b192ba4acc0c783569396ca779553	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
4c4fcee286f73cd92bfa839a3a6e6bbe	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae		
4c56364caf5cad8d03fe7abf158e0859	Bacteria	Bacillota	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	Gottschalkia_acidurici
4c68c326004fb38b051014186f8c85b6	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Anaerohalosphaeraceae		
4c7a304494317608a46187b3837f7e1a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Fucophilus	Fucophilus_fucoidanolyticus
4c88c850980f9c0edd0e9222821fc217	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Acetatifactor	Acetatifactor sp011959105
4ca8ec53ea44a2e3a9f69252c6e6c013	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
4cad97f5be3d936d1db09cad02fc0e5e	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia	
4cb67caae856be3d8751c9092eb8d809	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	
4cb733cd0463ec676736302784820c07	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bombiscardovia	
4cba2752b825992322d2e37c6a1af6ce	Bacteria						
4cca7db8f12c888d9bd97f3d03678a8d	Bacteria	Pseudomonadota					
4cd3da0e05d0e736924cf87461a6d180	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobacterales			
4ce37f745edd6936175af7954428b731	Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	RBG-16-64-32	CF-163	CF-163 sp005882715
4ce7921b8547790ee117cb1e2bf7af09	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_lindanitolerans
4ce99bfdabca1eee55e90710a7ce5416	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobacterales			
4cedd9c6aed0ee2a7f14a1cd1498c799	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	Amylibacter sp009184395
4cf5e5440b040a89e1203affafc61986	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales			
4cf7dd1adc83ba68b9d49ab214a8d4fe	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	AAA164-E04		
4d402392129aab20b4d69e6591c0573b	Bacteria						
4d44651db16549be93505fc2fb80eb15	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	
4d4898f5ff851d5a0e24fdabbc9fde21	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	
4d5178d2e14f09edbcedbd3b9564659e	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae	Desulforhopalus	Desulforhopalus_vacuolatus
4d606850a9bd67e15a8d4bd41fae13b0	Bacteria	Desulfobacterota	Deltaproteobacteria	Myxococcales	Labilitrichaceae	gbxid5782	gbxid5782_sbxid5782
4d623a688c7d9961620700d520519b5b	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium_acnes
4d79192239656a4a691de2b33baa4310	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chloroplast_Chloroplast
4d81cf7670e2734d003559c1e6bcca75	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter flavus
4d871f2edecef02f6319330f9c2aa988	Bacteria	Acidobacteriota	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter	
4da4a2159e3583b161bc932471295d50	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium	
4db8428552096a92472d3c6caa49eacd	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae		
4dc054e325d6c4610900324929a539f9	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera intermedia
4dda317c92cf7f2a688d28184146f2c1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
4ddf0a0af47b121f25eac7ae358379db	Bacteria	Actinobacteriota					
4de17e3115c3422a366735419b2f0242	Bacteria	Actinomycetota	Actinomycetes	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_amycolatum
4deabf294476375c953b876f469d4bc7	Bacteria						
4e02376b003360a49f26c4e9ae6ff256	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia_cowanii
4e3bfc4da1ef234da35e3480fc959bad	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella_sbxid0066
4e485bd357b8f4eff8f2a671b23d0c32	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_cerastii
4e541620fb2163f1900190c6bdf109b8	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Arsenophonus_nasoniae
4e726cd2939d12d1fc534566f2f25956	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bombiscardovia	
4e8ae9de00f3a19c2db73d7a6029583e	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_L_486704 olei
4ea7772ede7d97860084869c0981d184	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Commensalibacter	Commensalibacter_intestini
4ea9058645abe39828665a22efa2727a	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bombiscardovia	Bombiscardovia_sbxid0137
4eb8fcbe59f18c264120a91df40d2f12	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		
4ef72bb0a692c01b563053c820e97e7b	Bacteria	Kiritimatiellota	Tichowtungiia	Tichowtungiales	Tichowtungiaceae	Tichowtungia	Tichowtungia_aerotolerans
4efc607051c56df77a997b64218e98f3	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Oceanicoccus	Oceanicoccus_sagamiensis
4f22836da4e377bf8f04601e62b79069	Bacteria	Pseudomonadota	Gammaproteobacteria				
4f4f559072b04559bee6c9a2e8b4c6ee	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	Xanthovirga	Xanthovirga_aplysinae
4f52c450ee6cee2a4a05db19d7e2b3ec	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Monaibacterium	Monaibacterium marinum
4f573342789f06bd12c59532f92f0e50	Bacteria						
4f5821739ae884fab4b4dfde48f45d1d	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	
4f660502734afb3c42a91061794fdc16	Bacteria	Mycoplasmatota					
4f684657ea89717a1a8fd5b7ef217bcb	Bacteria						
4f6b15a8e73a97763586a0b56abd0d47	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinifilaceae	Ancylomarina	
4f72e8de4c1a21a6946b0528bec5b72c	Bacteria	Actinomycetota	Actinomycetes	Corynebacteriales	Mycobacteriaceae	Mycobacteroides	
4f74c6fb5719e0095335e96108c450c8	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	
4f8a6e21a9d58400743ac36e4811eb05	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
4f8e3ebb9100f4ed6da10d3ccdf4e216	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tateyamaria	
4f92fde95f5ab31b987a40958c815f32	Bacteria						
4fd77fe8c78e1ba3dd7c76a29e9bac8c	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus panisapium
4fdf6722b5cf27b1c684d3f457a5c7d7	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella_sbxid0097
4fe35eead1b3498b88012ed3da9957ee	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
4fec23ae9aed555d3c44b621825a77f3	Bacteria						
4fecd03deca3851f1cf7867aed72c27f	Bacteria	Pseudomonadota	Alphaproteobacteria				
