	species	caste	ID_number	date_of_collection	investigator	collection_site	Region	Latitude	Longitude	Forage_Plant	Temperature 	Wind	r.H.	H.I.	Time_of_Day	date_of_dissection	date_of_DNA_extraction	Concentration	Purity	QPCR_Concentration	QPCR_Purity	DNA_Storage	QPCR_Order	Year	CBombiConc	site_collapsed	site_collapsed_10k	Positive	days_Since_May1	faithpd	PC1	PC2	site_trip	Gammaproteobacteria	Alphaproteobacteria	Betaproteobacteria	Bifidobacterium	Bombiscardovia	Lactobacillus	Apibacter	Snodgrassella	Gilliamella	Schmidhempelia	core	Pseudomonadota	date_no_year	Month	site_year	trip_int
B0156	vag	W	156	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-18-10	10/20/17	16.83		37.8	1.82	2017_2	154.0	2017	2236.713613885061	Allen_Island	Allen_Island	1.0	121	1.913155358357272	-0.12065230776338381	-0.08642494278718527	Allen Island8/30/17	0.9938597484989238	0.004055738076356633	0.0011555454854423927	0.0	0.0	0.0	0.0	0.0011555454854423927	0.00018126203693214003	0.00015860428231562253	0.0014954118046901553	0.9990710320607228	8/30/23	August	Allen_Island2017	32
B0157	bor	M	157	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-18-10	10/20/17	72.06		72.06		2017_2	155.0	2017	294.20627597858976	Allen_Island	Allen_Island	1.0	121	4.488558854889856	-0.021488762622395643	0.12265660069038922	Allen Island8/30/17	0.2891239349475467	0.002488722974023954	0.6982941877948877	0.00022467637959938474	0.0	0.0020393702148251845	0.0005012011544909352	0.6982941877948877	0.2562347695338829	0.00025924197646082854	0.9575534470541469	0.9899068457164584	8/30/23	August	Allen_Island2017	32
B0158	ruf	W	158	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-18-10	10/20/17	51.27		51.27		2017_2	156.0	2017	39999.10837283116	Allen_Island	Allen_Island	1.0	121	2.780475586267904	0.0992428575625535	0.088191768132373	Allen Island8/30/17	0.8886932991940412	0.10570572318077337	0.0003636998457912654	0.0	0.0	0.0	0.0	0.0003636998457912654	0.0002909598766330123	0.000567371759434374	0.0012220314818586517	0.9947627222206057	8/30/23	August	Allen_Island2017	32
B0159	bor	M	159	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-18-10	10/20/17	121.89		121.89		2017_2	157.0	2017	10.62354095862726	Allen_Island	Allen_Island	1.0	121	2.568924563720217	-0.060256757641924105	0.048161769012422015	Allen Island8/30/17	0.47228820269200317	0.0	0.45693674672297	0.0050878273364417465	0.0	0.007052579103252104	0.05539426996275769	0.45687809741649804	0.46923843875546173	0.00016128559279786516	0.9938124981672091	0.9292249494149731	8/30/23	August	Allen_Island2017	32
B0160	tern	W	160	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	57.75		57.75		2017_2	158.0	2017	13656.457267306148	Allen_Island	Allen_Island	1.0	121	7.437559359091116	-0.059836156097237116	0.0638981693399403	Allen Island8/30/17	0.5068989105227155	0.0003503678862805946	0.48879656973155144	0.00026694696097569117	0.0	0.0006673674024392279	0.00028363114603667186	0.48879656973155144	0.0016684185060980696	0.4509234696431253	0.9426064033902264	0.9960458481405476	8/30/23	August	Allen_Island2017	32
B0161	vag	W	161	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	62.55		62.55		2017_2	159.0	2017	9.578095883393235	Allen_Island	Allen_Island	0.0	121	2.082040713431249	-0.04345875791453101	0.09391306047389428	Allen Island8/30/17	0.3964675240110695	0.001071680503554181	0.5891529654349124	0.0	0.012168321666937978	0.0	0.0	0.5891529654349124	0.3953415812035379	0.0	0.9966628683053882	0.986692169949536	8/30/23	August	Allen_Island2017	32
B0162	vag	W	162	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	100.41		100.41		2017_2	160.0	2017	5544.977798319484	Allen_Island	Allen_Island	1.0	121	1.862505177672988	0.19081090769905634	-0.06810220855244879	Allen Island8/30/17	0.29474342928660824	0.4354796944456433	0.19103620905442148	0.0	0.0	0.0	0.0	0.19103620905442148	0.00140261533813819	0.14654093478917612	0.3389797591817358	0.9212593327866729	8/30/23	August	Allen_Island2017	32
B0163	vag	W	163	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	51.09		51.09		2017_3	161.0	2017	7512.748563394806	Allen_Island	Allen_Island	1.0	121	2.2983155640152	-0.012073456225688936	0.14650812131682805	Allen Island8/30/17	0.21112893412246253	0.004480336301786603	0.7572044913988606	5.531279384921732e-05	0.024545052270590187	0.0	0.0	0.7572044913988606	0.12813208695171194	0.08213949886608772	0.9920764422810997	0.9728137618231097	8/30/23	August	Allen_Island2017	32
B0164	bor	W	164	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	141.69		141.69		2017_3	162.0	2017	4.140178942312222	Allen_Island	Allen_Island	0.0	121	2.331089765301289	0.21212596384470814	0.04217911758155008	Allen Island8/30/17	0.640422077922078	0.33766233766233766	0.0017973098330241188	0.006783395176252319	0.00046382189239332097	0.009237786023500309	0.0	0.0017973098330241188	0.015769944341372914	0.0	0.03405225726654298	0.9798817254174397	8/30/23	August	Allen_Island2017	32
B0165	bor	M	165	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	72.25		72.25		2017_3	163.0	2017	3676.2781162047727	Allen_Island	Allen_Island	1.0	121	3.657663451329869	-0.09206505830969063	-0.059487193505948034	Allen Island8/30/17	0.7482137330624218	0.004521172813757283	0.13447797946634013	0.0011975725607868994	0.0	0.08517566640203453	0.0	0.1344510677234011	9.419110028661006e-05	0.00021529394351225156	0.22113379173002137	0.8872128853425192	8/30/23	August	Allen_Island2017	32
B0166	vag	W	166	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	109.98		109.98		2017_3	164.0	2017	16840.657220244688	Allen_Island	Allen_Island	1.0	121	18.30420151645095	-0.05787709509447562	-0.0830941725527707	Allen Island8/30/17	0.7416063082028045	0.05858636314981982	0.08820066364577014	0.0029257501694794305	0.00010703964034680843	0.06415242444785385	0.0006065579619652478	0.08720162700253327	0.03161237378242409	0.001676954365433332	0.188282727370036	0.8883933349983945	8/30/23	August	Allen_Island2017	32
B0167	vag	W	167	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	40.98		40.98		2017_3	165.0	2017	76.72710194234415	Allen_Island	Allen_Island	1.0	121	7.039435070090443	-0.014553243594406375	-0.05058842817210677	Allen Island8/30/17	0.9061166045280165	0.06808234721997082	0.0015399578537850544	0.0	0.01804722537418274	0.0	0.0	0.0014589074404279462	0.0003242016534284325	0.00035121845788080183	0.020181552925919923	0.9757389096017723	8/30/23	August	Allen_Island2017	32
B0168	bor	W	168	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	210.57		210.57		2017_3	166.0	2017	3.772316210360772	Allen_Island	Allen_Island	0.0	121	3.029162534982152	0.044285430433255224	-0.004225480010410967	Allen Island8/30/17	0.29897181941329304	0.0889165241722369	0.2974395416490862	0.018098643156936333	0.0	0.018365126246363616	0.13479602940196753	0.2973951278008483	0.2976394039661566	0.0	0.7662943305722725	0.6853278852346161	8/30/23	August	Allen_Island2017	32
B0169	vag	W	169	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	102.03		102.03		2017_3	167.0	2017	1948.312759664528	Allen_Island	Allen_Island	1.0	121	1.771408980936318	-0.0030618847965449133	0.16356052783609396	Allen Island8/30/17	0.15880872245948469	0.0031676895664224905	0.8281952654354159	0.0	0.00980003959611958	0.0	0.0	0.8281952654354159	0.1582572050796165	0.00012727324150804648	0.99637978335266	0.9901716774613231	8/30/23	August	Allen_Island2017	32
B0170	ruf	W	170	8/30/17	FJ	Allen Island	Allen Island	43.8755	-69.3113							2017-19-10	10/20/17	63.69		63.69		2017_3	168.0	2017	5018.934026730801	Allen_Island	Allen_Island	1.0	121	2.212473502098281	0.0076436865821283145	0.18184024334649823	Allen Island8/30/17	0.10189828080229227	0.00030932534514196405	0.8810888252148997	0.005063167491534254	0.011151992706433966	3.256056264652253e-05	0.0	0.8810888252148997	0.09110445428497005	0.0002767647824954415	0.9887177650429799	0.983296431362334	8/30/23	August	Allen_Island2017	32
1	imp	Q	DRA180509-005	5/9/18	TM	Eustis Parking Lot; Colby College 	Kennebec	44.563	-69.661							8/6/18	10/18/18	149.2	2.07	149.2	2.07	2018_1	76.0	2018	1.0477594420682566	Colby_College	Colby_College	0.0	8	3.242363500236396	-0.12528649630753957	-0.09633851502917083	Eustis Parking Lot; Colby College 5/9/18	0.991420937419521	0.0	0.00048287406644347155	0.0	0.0	0.007291398403296421	0.0	0.000418490857584342	0.000627736286376513	0.9906161473087819	0.9989537728560391	0.9919038114859644	5/9/23	May	Colby_College2018	37
100	tern	W	TWM180719-004	7/19/18	TM	Asticou	MDI	44.2995	-68.2795		70.0	2.0			14:13	7/25/18	10/23/18	17.9	1.89	37.5	1.93	2018_2	135.0	2018	2315.0719246855765	MDI_Northeast_Harbor	MDI_Northeast_Harbor	1.0	79	4.630879047088236	-0.04040808928690744	0.10722950260450674	Asticou7/19/18	0.3493282777105874	0.0	0.6390677605988297	0.005360703428888961	0.005589513941097636	0.0	0.0	0.6390677605988297	0.2366881312718596	0.11236230510247443	0.9990684143431504	0.9883960383094171	7/19/23	July	MDI_Northeast_Harbor2018	38
101	bor	M	TWM180711-010	7/11/18	TM	Little Pembroke Brook	Washington	44.911	-67.8002		75.0	0.0			13:52	7/25/18	10/30/18	32.6	2.03	32.6	2.03	2018_2	147.0	2018	4.664039102629203	Little Pembroke Brook	Pickerel_Lake	0.0	71	6.007207258891432	0.4487315010853597	-0.12468596033444232	Little Pembroke Brook7/11/18	0.08229813664596274	0.9043921916592724	0.008096716947648625	0.0	0.0	0.0	0.0	0.001774622892635315	0.0018855368234250221	0.0013309671694764862	0.004991126885536824	0.9947870452528838	7/11/23	July	Little Pembroke Brook2018	39
102	bor	M	TWM180724-024	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/30/18	11/6/18	35.0	1.82	35.0	1.82	2018_2	159.0	2018	2.370455508553828	Allen_Island	Allen_Island	0.0	84	5.239417929466711	-0.027395728183158614	0.0640766651620345	Allen Island7/24/18	0.44182443142353384	0.03350015138292757	0.5217902366916597	0.0	0.0	8.904878092218917e-05	0.0	0.521273753762311	0.41589342641899235	0.00021371707421325402	0.9374699460364387	0.9971148194981211	7/24/23	July	Allen_Island2018	40
106	vag	M	TWM180724-020	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/30/18	10/20/18	17.6	1.76	33.6	1.56	2018_2	110.0	2018	7.3526812912540604	Allen_Island	Allen_Island	0.0	84	4.425248865026226	0.03902735670276324	-0.1538340615894128	Allen Island7/24/18	0.7281348788198103	0.24001341124628797	0.013530989558386818	4.789730817128078e-05	0.01729092824983236	0.0	0.0	0.012956221860331449	0.611145703611457	0.0	0.641440751029792	0.9816792796244851	7/24/23	July	Allen_Island2018	40
107	tern	W	MY180719-007	7/19/18	TM	Manset Union Church	MDI	44.2662	-68.3096		75.0	0.0			15:05	8/6/18	10/23/18	10.4	2.49	27.2	1.95	2018_2	125.0	2018	11.63107767109556	MDI_Southwest_Harbor	MDI_Southwest_Harbor	0.0	79	4.199738474309513	-0.08058006491844723	-0.1194929574360156	Manset Union Church7/19/18	0.8651710701173503	0.05734621708674009	0.013762191139040926	0.0	0.015721783003356082	0.0	0.047683402031668806	0.013221614073022952	0.7470099331035881	0.1171700790593959	0.9408068112710317	0.9362794783431313	7/19/23	July	MDI_Southwest_Harbor2018	41
108	terri	M	TWM180724-002	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	10/23/18	19.7	1.84	55.2	1.96	2018_2	136.0	2018	3.042013452929306	Allen_Island	Allen_Island	0.0	84	2.220134386991872	-0.07693862561318995	0.01446273681563442	Allen Island7/24/18	0.626951662153598	0.0035912504080966375	0.34514413013001477	0.02083693418601525	0.0	0.0	0.0	0.34514413013001477	0.38618424843002824	0.22976320792763727	0.9819285206736956	0.9756870426917094	7/24/23	July	Allen_Island2018	40
109	bim	W	TWM180711-006	7/11/18	TM	Love Lake Road	Washington	45.0037	-67.5528		70.0				13:14	7/25/18	10/30/18	47.7	1.89	47.7	1.89	2018_2	148.0	2018	6762.097150208736	Love Lake Road	Crawford_ME	1.0	71	5.495689164438964	0.05312296221485378	0.19793145460657013	Love Lake Road7/11/18	0.009113616418011207	0.03780463106730574	0.9019104840342942	0.0	0.03901977992304057	0.0	0.0	0.9019104840342942	0.0007425909673935057	0.0007425909673935057	0.9424154458921218	0.9488287315196111	7/11/23	July	Love Lake Road2018	42
11	per	W	TWM180814-015	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/25/18	51.4	1.83	51.4	1.83	2018_1	57.0	2018	89592.45280660674	Allen_Island	Allen_Island	1.0	105	5.009876194561395	-0.013464451248442463	-0.03118987821778888	Allen Island; Garden8/14/18	0.8085853981934201	0.004557885141294439	0.002403248529046159	0.051479240904947376	0.00024861191679787854	3.314825557305047e-05	0.0	0.002254081378967432	0.0004972238335957571	0.00016574127786525233	0.054678047567746746	0.8155465318637607	8/14/23	August	Allen_Island2018	43
110	bim	W	TWM180615-009	6/15/18	TM	Eustis 	Franklin	45.3508	-70.6851	Lupine	83.0	0.0			15:36	6/19/18	11/6/18	20.6	2.17	48.1	2.02	2018_2	160.0	2018	4.249828586889749	Natanis_Pond	Natanis_Pond	0.0	45	2.762542646676562	0.07070254628947979	-0.17859267170514054	Eustis 6/15/18	0.6910885805763074	0.3024546424759872	0.005549626467449306	0.0	0.0	0.0	0.0	0.00016008537886872998	0.0	0.6143009605122732	0.6144610458911419	0.9990928495197439	6/15/23	June	Natanis_Pond2018	44
113	bim	M	TWM180711-013	7/11/18	TM	Beddington	Washington	44.8502	-68.0607		75.0	0.0			14:27	7/25/18	10/19/18	22.5	2.18	43.7	1.67	2018_2	98.0	2018	60.64419401528041	Beddington	Beddington_ME	1.0	71	3.680637977104527	-0.03550760651899644	0.11300227495605769	Beddington7/11/18	0.3343958415064731	0.0	0.6602589250686544	0.0	0.0017163593566104354	0.0	0.003138485680659082	0.6602589250686544	0.3325814044723421	0.0007355825814044723	0.9984307571596704	0.9946547665751275	7/11/23	July	Beddington2018	45
114	bor	W	TWM180724-027	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							8/6/18	10/20/18	47.6	1.95	47.6	1.95	2018_2	111.0	2018	6855.066450282849	Allen_Island	Allen_Island	1.0	84	5.108587859535636	-0.003163763582934275	0.043699466617538645	Allen Island7/24/18	0.426148486239771	0.05639128203743214	0.4236638128932941	0.030005131390606853	0.002727739217327896	0.047046749669160344	0.0	0.4236638128932941	0.4254462959462014	0.0003781024657682232	0.9292678315823588	0.9062035811704972	7/24/23	July	Allen_Island2018	40
116	imp	W	TWM180731-004	7/31/18	TM	Eustis Parking Lot; Colby College	Kennebec	44.563	-69.661		83.0	2.0			13:26	8/6/18	10/23/18	20.7	2.08	46.8	1.97	2018_2	137.0	2018	9.031758215214015	Colby_College	Colby_College	0.0	91	4.722534788111485	-0.053483380221552766	-0.14367879249925736	Eustis Parking Lot; Colby College7/31/18	0.7118537586957188	0.07148110692286476	0.038475682633078975	0.006696086543470933	0.0	0.058441359443474	0.10994146670344151	0.038475682633078975	0.6795838313260396	0.02304557016334161	0.9161839968128467	0.8218105482516626	7/31/23	July	Colby_College2018	46
117	bor	W	DRA180720-009	7/20/18	TM	Monhegan Island	Monhegan Island	43.764	-69.314							7/31/18	10/30/18	45.5	2.01	45.5	2.01	2018_2	149.0	2018	108.07923308892006	Monhegan_Island	Monhegan_Island	1.0	80	2.784315919721839	-0.043458647183207376	0.07130490760025213	Monhegan Island7/20/18	0.421064804107498	0.007724686618252463	0.5214626023405338	0.013876682547758916	0.0	0.008719182200841852	0.02583375734307785	0.5214626023405338	0.4203940977843564	0.00020815023821638373	0.9904944724547851	0.9502520930662843	7/20/23	July	Monhegan_Island2018	47
118	bim	W	TWM180711-003	7/11/18	TM	Baileyville Big Stop	Washington	45.1235	-67.3506		70.0	1.5			12:37	7/25/18	11/6/18	46.4	1.96	46.4	1.96	2018_2	161.0	2018	0.5344553616484962	Baring_ME	Baring_ME	0.0	71	2.948864083988196	-0.05326629915773268	0.03969989982464056	Baileyville Big Stop7/11/18	0.5061112332380743	0.01413497471971862	0.43411738843701914	0.008859089909870301	0.0010551769619696638	0.004660364915366015	0.030204440536381622	0.43405143987689604	0.503165530885909	0.0	0.9819960430863927	0.954363596394812	7/11/23	July	Baring_ME2018	48
12	bor	W	TWM180814-002	8/14/18	TM	Allen Island; Trail	Allen Island	43.8755	-69.3113	Thistle					10:00	8/16/18	9/25/18	41.5	1.94	41.5	1.94	2018_1	44.0	2018	42837.59322053448	Allen_Island	Allen_Island	1.0	105	9.115406246359068	-0.06689088628793394	-0.12743372423426685	Allen Island; Trail8/14/18	0.7739365659024819	0.05032799080273213	0.002880908906471901	0.017204301075268817	0.000852099817407182	0.114127273956854	0.0	0.002880908906471901	0.00048691418137553256	0.00027050787854196256	0.1358220058159194	0.8271454656116859	8/14/23	August	Allen_Island2018	49
121	terri	M	TWM180711-009	7/11/18	TM	Little Pembroke Brook	Washington	44.911	-67.8002		75.0	0.0			13:52	7/25/18	10/19/18	11.7	2.02	25.4	1.4	2018_2	100.0	2018	2.427999989215757	Little Pembroke Brook	Pickerel_Lake	0.0	71	1.918445250079859	-0.10421395665785459	-0.07090676976244634	Little Pembroke Brook7/11/18	0.8627140001738073	0.0	0.07632310767358999	0.04964369514208743	0.0	0.00271573824628487	0.0	0.07632310767358999	0.5120361519075346	0.3501781524289563	0.9908968453984532	0.9390371078473972	7/11/23	July	Little Pembroke Brook2018	39
122	bim	M	DRA180720-007	7/20/18	TM	Monhegan Island	Monhegan Island	43.764	-69.314							7/31/18	10/20/18	59.7	1.92	59.7	1.92	2018_2	112.0	2018	463.82868958825657	Monhegan_Island	Monhegan_Island	1.0	80		0.4074796876028566	-0.09847580984457394	Monhegan Island7/20/18	0.08982035928143713	0.7256914741944682	0.07385229540918163	0.015112631879098944	0.07584830339321358	0.0	0.007413743940690049	0.07328200741374394	0.06016538351867693	0.0	0.23182207014542344	0.889364128885087	7/20/23	July	Monhegan_Island2018	47
123	vag	W	DRA180720-004	7/20/18	TM	Monhegan Island	Monhegan Island	43.764	-69.314							7/31/18	10/23/18	20.2	1.96	49.9	1.94	2018_2	126.0	2018	50409.65442686631	Monhegan_Island	Monhegan_Island	1.0	80	2.371921755452002	0.12180529740904603	0.07427158056088688	Monhegan Island7/20/18	0.8513098830869114	0.12249245517486242	0.025867971900281506	0.0	0.0	0.0	0.0	0.0004311328650046917	0.0004818543785346555	0.0005072151352996374	0.0014202023788389847	0.9996703101620552	7/20/23	July	Monhegan_Island2018	47
124	bor	M	TWM180724-017	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/30/18	10/23/18	33.4	1.71	33.4	1.71	2018_2	138.0	2018	1463.526321966045	Allen_Island	Allen_Island	1.0	84	8.058022437683816	-0.08967239498565553	-0.024171868808280265	Allen Island7/24/18	0.7541141047604215	0.0010642163733582516	0.21489383792763328	0.028811711571406322	0.0	0.0	0.0	0.21489383792763328	0.6052535949748222	0.14561594767170222	0.994575092145564	0.9700721590614131	7/24/23	July	Allen_Island2018	40
125	tern	W	TWM180719-007	7/19/18	TM	Manset Union Church	MDI	44.2662	-68.3096		75.0	0.0			15:05	8/6/18	10/30/18	27.5	1.98	27.5	1.98	2018_2	150.0	2018	731.3639180438792	MDI_Southwest_Harbor	MDI_Southwest_Harbor	1.0	79	4.575198350734492	0.08398791831201881	-0.15225573718788477	Manset Union Church7/19/18	0.622437971952535	0.2543689320388349	0.021574973031283712	0.0	0.0	0.0	0.09724919093851132	0.0004854368932038835	0.07222222222222222	0.36774541531823085	0.5377022653721683	0.8983818770226537	7/19/23	July	MDI_Southwest_Harbor2018	41
126	bim	M	MY180711-002	7/11/18	TM	Love Lake Road	Washington	45.0037	-67.5528		70.0				13:14	7/25/18	11/6/18	39.2	1.91	39.2	1.91	2018_2	162.0	2018	8.953575625198647	Love Lake Road	Crawford_ME	0.0	71	5.495123316699269	0.15353009537443446	-0.16285908730260507	Love Lake Road7/11/18	0.5525809994508512	0.343218012081274	0.008305875892366832	0.0	0.0	0.0	0.0	0.0012355848434925864	0.001441515650741351	0.0008923668314113124	0.00356946732564525	0.904104887424492	7/11/23	July	Love Lake Road2018	42
129	bor	Q	DRA180619-003	6/19/18	TM											6/20/18	10/19/18	189.3	2.14	189.3	2.14	2018_2	101.0	2018	0.3034126470944704	No_Site	No_Site	0.0	49	4.314579558430735	-0.011877337621783729	0.1588212578037916		0.13690221270521055	0.0	0.7590292648108494	0.004853675945753033	0.0	0.004710920770877944	0.09350463954318344	0.7590292648108494	0.1363311920057102	0.0	0.9984296930763741	0.89593147751606	6/19/23	June	No_Site2018	50
132	bim	W	TWM180724-010	7/24/18	TM	Allen Island	Allen Island	43.8755	-69.3113							7/25/18	10/23/18	31.1	1.86	31.1	1.86	2018_2	139.0	2018	6091.961792413056	Allen_Island	Allen_Island	1.0	84	3.885532979333951	-0.12129700066173577	-0.09897499142463037	Allen Island7/24/18	0.9886181632305333	0.010325438745953314	0.0008689725677287442	0.0	0.0	0.0	0.0	0.0004089282671664679	0.0004770829783608792	0.9438916340092008	0.9447776452547282	0.9998125745442153	7/24/23	July	Allen_Island2018	40
133	tern	W	MY180719-002	7/19/18	TM	Schooner Head Rd	MDI	44.3459	-68.1789		73.0	1.5			12:49	7/25/18	10/30/18	11.1	1.97	26.0	2.1	2018_2	151.0	2018	2777.797438509808	MDI_Acadia	MDI_Bar_Harbor	1.0	79	4.615897926078668	-0.03680467750862521	-0.08441884573539757	Schooner Head Rd7/19/18	0.7681435222821669	0.1003251792180918	0.11715689897272928	0.008591382750720567	0.005321114477865642	0.0	0.0	0.11482891138866307	0.5856551622200872	0.16938881087872293	0.8837853817160594	0.985625600472988	7/19/23	July	MDI_Acadia2018	51
138	vag	W	TWM180802-002	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/20/18	26.1	2.0	26.1	2.0	2018_2	115.0	2018	3352.2394487003185	Swans_Island_ME	Swans_Island_ME	1.0	93	7.194594666837373	0.45688121545025334	-0.13172320396516737	Swans Island; Roadside8/2/18	0.04855387381987112	0.9302412707927469	0.007230630900644388	0.0005994305409860632	0.0	0.0007492881762325791	0.0	0.0028098306608721714	0.0013112543084070132	0.0	0.005469803686497826	0.9860257755132623	8/2/23	August	Swans_Island_ME2018	52
140	terri	W	MY180703-004	7/3/18	TM	Jackman	Somerset	45.6111	-70.2116		80.0	5.0			13:30	7/6/18	10/30/18	42.5	1.93	42.5	1.93	2018_2	140.0	2018	2.6421086081565024	Jackman_ME	Jackman_ME	0.0	63	3.852510402684064	-0.02123338275457009	0.018940145113024824	Jackman7/3/18	0.5420439205873637	0.07472096928192803	0.3826754024956376	0.0	0.0	0.0	0.0	0.37872452507160964	0.5190629835709347	0.00016461989266782997	0.8979521285352122	0.9994402923649294	7/3/23	July	Jackman_ME2018	53
141	bim	W	TWM180719-003	7/19/18	TM	Brown Family Farm	MDI	44.3288	-68.2073		75.0	1.5			13:23	7/25/18	10/30/18	40.7	1.95	40.7	1.95	2018_2	152.0	2018	15071.928392949154	MDI_Acadia	MDI_Bar_Harbor	1.0	79	3.075145097738789	-0.03759698460191933	0.06699294582439443	Brown Family Farm7/19/18	0.45008542453643474	0.02492202072132792	0.5124218247934921	0.0	0.00782143920751109	0.0	0.0	0.5122650825248045	0.4484709791689525	0.0	0.9685575009012681	0.9874292700512548	7/19/23	July	MDI_Acadia2018	54
142	imp	W	MPS180619-010	6/19/18	TM											6/20/18	11/6/18	69.1	2.02	69.1	2.02	2018_3	164.0	2018	4278.515435862583	No_Site	No_Site	1.0	49	3.187665804156676	0.03486860215563812	-0.1274171700063379		0.5272290164105781	0.25105645895862266	0.15192103809225163	0.0	0.0011199211575505085	0.0	0.056384297212142935	0.15118935626931865	0.00011945825680538756	0.518314443996476	0.7271274768922934	0.9302065134614524	6/19/23	June	No_Site2018	50
146	bor	W	MY180802-002	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/20/18	53.1	1.98	53.1	1.98	2018_2	116.0	2018	3850.317029027703	Swans_Island_ME	Swans_Island_ME	1.0	93	4.576567588712066	-0.02840129929904059	0.03438704707802284	Swans Island; Roadside8/2/18	0.4328389583090039	0.02496788508700222	0.37528903421698	0.0647436646035268	0.0018451477285997898	0.03596870255751489	0.05040289618124489	0.37491533341118766	0.4279341352329791	0.00018685040289618125	0.9559967301179493	0.8330958776129861	8/2/23	August	Swans_Island_ME2018	52
147	tern	W	MY180802-004	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/23/18	18.8	1.82	40.8	1.96	2018_2	129.0	2018	0.0	Swans_Island_ME	Swans_Island_ME	0.0	93	2.332240609018015	-0.11658402716363654	-0.10137447856965666	Swans Island; Roadside8/2/18	0.9764070238631247	0.014317874831157136	0.0008104457451598379	0.0	0.0	0.0	0.005827490834244549	0.0005017045089084711	0.07573165240882486	0.8970347977101691	0.979095645462147	0.9915353444394417	8/2/23	August	Swans_Island_ME2018	52
148	vag	M	TWM180802-004	8/2/18	TM	Swans Island; Roadside	Swans Island	44.1722	-68.4233	Thistle	70.0				11:56	8/6/18	10/30/18	24.9	1.97	48.5	2.08	2018_2	141.0	2018	0.0	Swans_Island_ME	Swans_Island_ME	0.0	93	2.720253583985364	0.4438221590304564	-0.1253211038696634	Swans Island; Roadside8/2/18	0.07196752626552054	0.894603629417383	0.004680038204393506	0.0	0.0004297994269340974	0.0	0.0	0.0017191977077363897	0.0028653295128939827	0.0012416427889207259	0.006255969436485195	0.9712511938872971	8/2/23	August	Swans_Island_ME2018	52
149	bim	W	MY180719-006	7/19/18	TM	Manset Union Church	MDI	44.2662	-68.3096		75.0	0.0			15:05	8/6/18	10/30/18	46.1	1.97	46.1	1.97	2018_2	153.0	2018	1.0953730898091192	MDI_Southwest_Harbor	MDI_Southwest_Harbor	0.0	79	3.331591136692127	0.31500386794268004	-0.03277528829922489	Manset Union Church7/19/18	0.4087650323774283	0.5146854764107308	0.05851063829787234	0.0	0.0	0.0	0.0	0.00196577243293247	0.0	0.00578168362627197	0.00774745605920444	0.9819611470860314	7/19/23	July	MDI_Southwest_Harbor2018	41
15	bor	M	JLS180814-018	8/14/18	TM	Allen Island; Garden	Allen Island	43.8755	-69.3113							8/16/18	9/11/18	22.6	1.83	39.6	1.59	2018_1	15.0	2018	51172.414103119496	Allen_Island	Allen_Island	1.0	105	6.009419006823993	0.060520127796371656	0.03379212693321147	Allen Island; Garden8/14/18	0.8606898380654037	0.12250343924552069	0.0014254222399018779	0.005884010408897287	0.0	0.0011105033729468118	0.0	0.0014254222399018779	0.019640992491671224	0.00043094160741219563	0.028491870120829394	0.9846186995508261	8/14/23	August	Allen_Island2018	43
