	xB0072	xB0075	xB0076	xB0077	xB0078	xB0115	x101	x102	x106	x107	x109	x110	x114	x116	x117	x118	x122	x123	x125	x126	x133	x138	x140	x141	x142	x146	x147	x148	x149	x150	x154	x155	x156	x157	x158	x162	x164	x165	x166	x170	x172	x173	x174	x178	x180	x182	x185	x187	x188	x189	x192	x194	x195	x196	x197	x200	x201	x202	x203	x204	x205	x208	x209	x210	x211	x212	x213	x216	x217	x218	x219	x220	x221	x225	x226	x227	x228	x229	x232	x233	x234	x235	x236	x237	x240	x242	x243	x244	x248	x249	x250	x251	x252	x257	x258	x259	x264	x265	x266	x267	x268	x272	x273	x275	x276	x280	x281	x282	x283	x284	x98	xDRA190709_008	xFJ190610_001	xFJ190610_012	xFJ190610_013	xFJ190610_027	xFJ190612_001	xFJ190612_002	xFJ190619_001	xFJ190619_002	xFJ190619_004	xFJ190619_005	xFJ190619_006	xFJ190619_007	xFJ190621_002	xFJ190628_003	xFJ190628_005	xFJ190628_009	xFJ190628_011	xFJ190628_012	xFJ190628_013	xFJ190705_002	xFJ190705_004	xFJ190705_005	xFJ190709_001	xFJ190711_010	xFJ190809_007	xJ190705_006	xJL190619_002	xJL190619_005	xJL190619_006	xJL190619_009	xJL190628_001	xJL190628_003	xJL190628_005	xJL190628_006	xJL190703_005	xJL190711_001	xJL190711_002	xJL190711_004	xMY190619_001	xMY190619_002	xPF190709_001
x172	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.005089632701128721	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	3.103664857917465e-05	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	8.045825234148651e-05	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	6.932696578587638e-06	0.0	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001378524175379425	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	6.834208033978939e-05	0.0001482285442762077	0.0001482285442762077	9.962464537238702e-05	0.0001482285442762077	9.432967635802925e-05	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	6.723024853272364e-05	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	7.366926729446277e-05	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001186488589155488	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	9.174440492643043e-05	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0006895688711665571	1.337759840680519e-05	0.0001482285442762077	0.0001482285442762077	8.518861432094127e-05	0.0001482285442762077	0.0001482285442762077	0.0001301339798374102	0.0001482285442762077	0.0001482285442762077	0.0006410230998881161	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	5.510440678335726e-05	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.001074741245247424	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077	0.0001482285442762077
x173	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x174	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x178	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x180	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x182	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x185	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x187	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.005227484274655581	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0001688890624791384	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002183106844313443	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0001309197396039963	0.0001378524175379425	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	6.951034447411075e-05	0.0002860809909179807	0.0002860809909179807	0.0002374770701862872	0.0002860809909179807	0.0002321820938959718	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002050826587947085	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002115216921083629	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002565012837294489	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002295968297403306	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.000551716482732445	0.0001512300223112106	0.0002860809909179807	0.0002860809909179807	0.0002230410318588838	0.0002860809909179807	0.0002860809909179807	7.718434972048271e-06	0.0002860809909179807	0.0002860809909179807	0.0005031706532463431	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	8.274801803054288e-05	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.001212593168020248	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807	0.0002860809909179807
x188	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x189	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x194	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
x196	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.005157974548637867	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	9.937872528098524e-05	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0001488003472331911	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	6.14093805779703e-05	6.834208033978939e-05	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	6.951034447411075e-05	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0	0.0002165706246159971	0.0002165706246159971	0.0001679667184362188	0.0002165706246159971	0.0001626717421459034	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0001355723215965554	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0001420113549102098	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0001869909319793805	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0001600864925421774	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0006212267326191068	8.171967783709988e-05	0.0002165706246159971	0.0002165706246159971	0.0001535306946607307	0.0002165706246159971	0.0002165706246159971	6.179191404953599e-05	0.0002165706246159971	0.0002165706246159971	0.0005726809613406658	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	1.323767537542153e-05	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.001143083209171891	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971	0.0002165706246159971
x197	0.0	0.0	0.0	0.0	0.0	0.004941404797136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001171918993350118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.777029921067879e-05	0.0	0.0	0.0	0.0	0.0	0.0001551612367620692	0.0001482285442762077	0.0	0.0	0.0	0.0	0.0	0.0	0.0002860809909179807	0.0	0.0	0.0	0.0	0.0	0.0002165706246159971	0.0	0.0	4.860390254179947e-05	0.0	5.389887883211486e-05	0.0	0.0	0.0	8.099830301944166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.455928425770253e-05	0.0	0.0	0.0	2.957968717964832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.648413934977725e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008377973572351038	0.0001348509540548548	0.0	0.0	6.303994450718164e-05	0.0	0.0	0.0002783625386655331	0.0	0.0	0.0007892515859566629	0.0	0.0	0.0	0.0	0.0002033329656114802	0.0	0.0	0.0	0.0	0.0	0.0	0.000926513341255486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
