	xB0017	xB0069	xB0072	xB0075	xB0076	xB0077	xB0087	xB0088	xB0089	xB0093	xB0095	xB0101	xB0105	xB0110	xB0124	xB0126	xB0136	xB0147	xB0155	xB0156	xB0166	xB0167	xB0169	x108	x125	x15	x150	x180	x31	x35	x42	x48	x67	x7	x71	x73	x78	x90	x91	xDRA190709_007	xDRA190709_009	xDRA190824_001	xDRA190824_004	xDRA190824_005	xFJ190619_005	xFJ190711_009	xFJ190718_002	xFJ190724_005	xFJ190809_001	xFJ190809_007	xFJ190809_013	xFJ190814_005	xFJ190815_004	xFJ190822_001	xFJ190822_003	xFJ190822_004	xFJ190822_007	xFJ190822_008	xFJ190827_004	xFJ190827_005	xFJ190827_006	xFJ190827_013	xFJ190828_003	xJL190731_002	xJL190731_004	xJL190731_005	xJL190806_008	xJL190809_007	xJL190809_008	xJL190910_001	xJLS190718_002	xPF190724_002	xPF190724_004
xB0166	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
xB0167	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
xB0169	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x108	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x125	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x15	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	0.0002336649922654033	0.0008767630206421018	4.370732858660631e-05	4.370732858660631e-05	0.002537762513384223	0.001037567155435681	4.370732858660631e-05	4.370732858660631e-05	0.002537762513384223	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	0.0	4.370732858660631e-05	4.370732858660631e-05	0.01222354546189308	4.370732858660631e-05	4.370732858660631e-05	0.01222354546189308	4.370732858660631e-05	0.001423323410563171	0.01222354546189308	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	0.000151612184708938	4.370732858660631e-05	0.002537762513384223	0.002537762513384223	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	0.01473548449575901	0.01473548449575901	4.370732858660631e-05	0.0003259192453697324	4.370732858660631e-05	0.004794600419700146	0.01473548449575901	0.07743316143751144	4.370732858660631e-05	4.370732858660631e-05	0.0172498095780611	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05	0.01473548449575901	0.00126033928245306	4.370732858660631e-05	0.01473548449575901	4.370732858660631e-05	4.370732858660631e-05	4.370732858660631e-05
x150	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x180	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x31	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01205939706414938	0.01141630485653877	0.01226725243031979	0.01226725243031979	0.00975531991571188	0.01125550176948309	0.01226725243031979	0.01226725243031979	0.00975531991571188	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01222354546189308	0.01226725243031979	0.01226725243031979	0.0	0.01226725243031979	0.01226725243031979	0.0	0.01226725243031979	0.0108524989336729	0.0	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01213832851499319	0.01226725243031979	0.00975531991571188	0.00975531991571188	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.002511949045583606	0.002511949045583606	0.01226725243031979	0.01202327385544777	0.01226725243031979	0.007471234071999788	0.002511949045583606	0.08465071022510529	0.01226725243031979	0.01226725243031979	0.005026273895055056	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.002511949045583606	0.01140649057924747	0.01226725243031979	0.002511949045583606	0.01226725243031979	0.01226725243031979	0.01226725243031979
x35	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x42	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x48	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01205939706414938	0.01141630485653877	0.01226725243031979	0.01226725243031979	0.00975531991571188	0.01125550176948309	0.01226725243031979	0.01226725243031979	0.00975531991571188	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01222354546189308	0.01226725243031979	0.01226725243031979	0.0	0.01226725243031979	0.01226725243031979	0.0	0.01226725243031979	0.0108524989336729	0.0	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01213832851499319	0.01226725243031979	0.00975531991571188	0.00975531991571188	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.002511949045583606	0.002511949045583606	0.01226725243031979	0.01202327385544777	0.01226725243031979	0.007471234071999788	0.002511949045583606	0.08465071022510529	0.01226725243031979	0.01226725243031979	0.005026273895055056	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.002511949045583606	0.01140649057924747	0.01226725243031979	0.002511949045583606	0.01226725243031979	0.01226725243031979	0.01226725243031979
x67	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x7	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001206901390105486	0.0008244329364970326	0.001414756989106536	0.001414756989106536	0.002485432429239154	0.0009852370712906122	0.001414756989106536	0.001414756989106536	0.002485432429239154	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001423323410563171	0.001414756989106536	0.001414756989106536	0.0108524989336729	0.001414756989106536	0.001414756989106536	0.0108524989336729	0.001414756989106536	0.0	0.0108524989336729	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001479730359278619	0.001414756989106536	0.002485432429239154	0.002485432429239154	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.01336443796753883	0.01336443796753883	0.001414756989106536	0.001537713804282248	0.001414756989106536	0.003386480733752251	0.01336443796753883	0.07738082110881805	0.001414756989106536	0.001414756989106536	0.01587876304984093	0.001414756989106536	0.001414756989106536	0.001414756989106536	0.01336443796753883	0.001848550513386726	0.001414756989106536	0.01336443796753883	0.001414756989106536	0.001414756989106536	0.001414756989106536
x71	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01205939706414938	0.01141630485653877	0.01226725243031979	0.01226725243031979	0.00975531991571188	0.01125550176948309	0.01226725243031979	0.01226725243031979	0.00975531991571188	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01222354546189308	0.01226725243031979	0.01226725243031979	0.0	0.01226725243031979	0.01226725243031979	0.0	0.01226725243031979	0.0108524989336729	0.0	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01213832851499319	0.01226725243031979	0.00975531991571188	0.00975531991571188	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.002511949045583606	0.002511949045583606	0.01226725243031979	0.01202327385544777	0.01226725243031979	0.007471234071999788	0.002511949045583606	0.08465071022510529	0.01226725243031979	0.01226725243031979	0.005026273895055056	0.01226725243031979	0.01226725243031979	0.01226725243031979	0.002511949045583606	0.01140649057924747	0.01226725243031979	0.002511949045583606	0.01226725243031979	0.01226725243031979	0.01226725243031979
x73	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x78	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x90	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
x91	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
xDRA190709_007	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
xDRA190709_009	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
xDRA190824_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
xDRA190824_004	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0003367820172570646	0.0009798799874261022	0.0001953194732777774	0.0001953194732777774	0.00264087924733758	0.001140684238635004	0.0001953194732777774	0.0001953194732777774	0.00264087924733758	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.000151612184708938	0.0001953194732777774	0.0001953194732777774	0.01213832851499319	0.0001953194732777774	0.0001953194732777774	0.01213832851499319	0.0001953194732777774	0.001479730359278619	0.01213832851499319	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0	0.0001953194732777774	0.00264087924733758	0.00264087924733758	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.01458387263119221	0.01458387263119221	0.0001953194732777774	0.0001743070606607944	0.0001953194732777774	0.004845800809562206	0.01458387263119221	0.07753628492355347	0.0001953194732777774	0.0001953194732777774	0.0170981977134943	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774	0.01458387263119221	0.001108727185055614	0.0001953194732777774	0.01458387263119221	0.0001953194732777774	0.0001953194732777774	0.0001953194732777774
xDRA190824_005	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
xFJ190619_005	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002304097637534142	0.001660999376326799	0.002511954866349697	0.002511954866349697	0.0	0.001500195357948542	0.002511954866349697	0.002511954866349697	0.0	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002537762513384223	0.002511954866349697	0.002511954866349697	0.00975531991571188	0.002511954866349697	0.002511954866349697	0.00975531991571188	0.002511954866349697	0.002485432429239154	0.00975531991571188	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.00264087924733758	0.002511954866349697	0.0	0.0	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.01226725801825523	0.01226725801825523	0.002511954866349697	0.002755934605374932	0.002511954866349697	0.002289303345605731	0.01226725801825523	0.07489542663097382	0.002511954866349697	0.002511954866349697	0.0147815840318799	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.01226725801825523	0.003372717183083296	0.002511954866349697	0.01226725801825523	0.002511954866349697	0.002511954866349697	0.002511954866349697
xFJ190711_009	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002304097637534142	0.001660999376326799	0.002511954866349697	0.002511954866349697	0.0	0.001500195357948542	0.002511954866349697	0.002511954866349697	0.0	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002537762513384223	0.002511954866349697	0.002511954866349697	0.00975531991571188	0.002511954866349697	0.002511954866349697	0.00975531991571188	0.002511954866349697	0.002485432429239154	0.00975531991571188	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.00264087924733758	0.002511954866349697	0.0	0.0	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.01226725801825523	0.01226725801825523	0.002511954866349697	0.002755934605374932	0.002511954866349697	0.002289303345605731	0.01226725801825523	0.07489542663097382	0.002511954866349697	0.002511954866349697	0.0147815840318799	0.002511954866349697	0.002511954866349697	0.002511954866349697	0.01226725801825523	0.003372717183083296	0.002511954866349697	0.01226725801825523	0.002511954866349697	0.002511954866349697	0.002511954866349697
xFJ190718_002	0.0	0.0	0.0	0.0	0.0	0.0	0.0002078574325423688	0.0008509554318152368	0.0	0.0	0.002511954866349697	0.001011759624816477	0.0	0.0	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.370732858660631e-05	0.0	0.0	0.01226725243031979	0.0	0.0	0.01226725243031979	0.0	0.001414756989106536	0.01226725243031979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001953194732777774	0.0	0.002511954866349697	0.002511954866349697	0.0	0.0	0.0	0.0	0.0	0.0	0.01477919146418571	0.01477919146418571	0.0	0.0003696265630424023	0.0	0.004801237490028143	0.01477919146418571	0.0774073526263237	0.0	0.0	0.01729351654648781	0.0	0.0	0.0	0.01477919146418571	0.001304046716541052	0.0	0.01477919146418571	0.0	0.0	0.0
